SEASON,PLAYER_NAME,TEAM_ABBREVIATION,FANTASY_RANK_SCORE,FANTASY_RANK_PERCENTILE,FANTASY_POINTS_PER_MIN,PCT_MINUTES_PLAYED,GP,AVG_MINUTES,FANTASY_POINTS,AVG_FANTASY_PPG
2023-24,Jalen Green,HOU,0.625122965719296,89.61681087762669,0.59,66.09,82,31.72,1542.5,18.81
2024-25,OG Anunoby,NYK,0.624310322704818,89.49320148331273,0.55,68.74,74,36.56,1481.0,20.01
2024-25,Jamal Murray,DEN,0.6216505207330895,89.36959208899876,0.65,61.44,67,36.09,1580.5,23.59
2023-24,D'Angelo Russell,LAL,0.6188343384444301,89.2459826946848,0.62,63.11,76,32.69,1551.5,20.41
2023-24,Alperen Sengun,HOU,0.6183317828960031,89.12237330037082,0.78,51.97,63,32.47,1603.5,25.45
2024-25,Jaren Jackson Jr.,MEM,0.6179815979127905,88.99876390605687,0.72,56.07,74,29.82,1587.0,21.45
2024-25,Desmond Bane,MEM,0.6177035884604691,88.87515451174289,0.72,56.03,69,31.96,1592.0,23.07
2023-24,Donovan Mitchell,CLE,0.6146147430551101,88.75154511742892,0.81,49.36,55,35.32,1576.5,28.66
2023-24,Jaylen Brown,BOS,0.6131137593293556,88.62793572311496,0.66,59.52,70,33.46,1544.0,22.06
2023-24,Derrick White,BOS,0.6102401039327645,88.50432632880099,0.64,60.49,73,32.62,1526.0,20.9
2023-24,Myles Turner,IND,0.609329890293193,88.38071693448703,0.75,52.75,77,26.97,1547.0,20.09
2024-25,Coby White,CHI,0.6080494429118282,88.25710754017305,0.61,62.25,74,33.11,1494.0,20.19
2024-25,Onyeka Okongwu,ATL,0.6071753170377023,88.1334981458591,0.75,52.44,74,27.89,1548.5,20.93
2023-24,Kyle Kuzma,WAS,0.6070790829965141,88.00988875154512,0.67,57.96,70,32.59,1520.0,21.71
2024-25,Scottie Barnes,TOR,0.6051236607429267,87.88627935723115,0.72,54.22,65,32.83,1535.5,23.62
2023-24,Lauri Markkanen,UTA,0.6024758880263467,87.76266996291719,0.83,46.23,55,33.09,1519.0,27.62
2024-25,Amen Thompson,HOU,0.6020174397467976,87.63906056860321,0.68,56.54,69,32.25,1507.0,21.84
2024-25,Brook Lopez,MIL,0.6009695579649708,87.51545117428925,0.56,64.69,80,31.83,1418.5,17.73
2023-24,Josh Hart,NYK,0.6004803682555976,87.39184177997528,0.5,68.77,81,33.42,1361.0,16.8
2024-25,Payton Pritchard,BOS,0.6003948268856525,87.26823238566132,0.66,57.69,80,28.39,1491.0,18.64
2023-24,Jusuf Nurkić,PHX,0.6000620174932101,87.14462299134735,0.73,52.8,76,27.34,1512.5,19.9
