PLAYER_NAME,TEAM_ABBREVIATION,FANTASY_RANK_SCORE,FANTASY_RANK_PERCENTILE,FANTASY_POINTS_PER_MIN,PCT_MINUTES_PLAYED,PCT_GAMES_PLAYED,GP,AVG_MINUTES,FANTASY_POINTS,AVG_FANTASY_PPG
Donovan Mitchell,CLE,0.6718154377162464,92.79835390946502,0.7874603174603174,53.501666666666665,78.06936507936508,126,33.133650793650794,3295.0,26.146825396825395
Chet Holmgren,OKC,0.6713349802310844,92.5925925925926,0.7915789473684212,50.344210526315784,82.88280701754385,114,28.85017543859649,2603.0,22.835438596491226
Derrick White,BOS,0.6707574133418688,92.38683127572016,0.64,62.9893288590604,90.88684563758389,149,33.25248322147651,3172.5,21.287651006711407
Jalen Duren,DET,0.6681932805978097,92.18106995884774,0.7836690647482015,48.81309352517986,86.02266187050361,139,27.41726618705036,2991.0,21.517913669064747
Coby White,CHI,0.6657040159908532,91.9753086419753,0.5738562091503269,67.90908496732027,93.38967320261438,153,34.84490196078432,3041.5,19.88019607843137
Cade Cunningham,DET,0.663428430323334,91.76954732510289,0.718939393939394,57.79090909090909,80.78575757575759,132,34.292575757575754,3267.5,24.754545454545454
Myles Turner,IND,0.6619784682693283,91.56378600823045,0.7016778523489934,53.94355704697987,90.9523489932886,149,28.525973154362422,2966.0,19.906375838926177
Evan Mobley,CLE,0.6602961981257132,91.35802469135803,0.8186776859504132,48.38297520661157,76.00735537190081,121,30.567851239669423,3020.0,24.95925619834711
Jalen Williams,OKC,0.6573935866724028,91.1522633744856,0.6944999999999999,56.65757142857142,85.38742857142859,140,31.862142857142857,3101.0,22.149428571428572
Brook Lopez,MIL,0.6510133347753094,90.94650205761316,0.5699371069182391,62.985786163522015,96.95383647798742,159,31.179119496855343,2816.0,17.71012578616352
Scottie Barnes,TOR,0.6503492466721995,90.74074074074075,0.7487999999999999,53.7352,76.342,125,33.8236,3166.5,25.328799999999998
Paolo Banchero,ORL,0.6502124342336775,90.53497942386831,0.6655555555555556,59.81809523809524,82.42380952380952,126,34.760952380952375,2931.5,23.264603174603177
Tyler Herro,MIA,0.6488687263520179,90.3292181069959,0.7011764705882353,57.413529411764706,78.8364705882353,119,34.72294117647059,2903.5,24.39823529411765
Naz Reid,MIN,0.6419792001493185,90.12345679012346,0.6350310559006211,52.876335403726706,98.17378881987577,161,25.859875776397512,2650.5,16.45944099378882
Miles Bridges,CHA,0.6419697584062224,89.91769547325103,0.6629323308270676,58.82390977443609,81.21466165413533,133,34.66233082706767,3038.0,22.842631578947366
Deni Avdija,WAS,0.6409164847926079,89.7119341563786,0.6442857142857144,56.14469387755102,89.6673469387755,147,30.055714285714288,2857.5,19.440408163265307
Jaren Jackson Jr.,MEM,0.6408994747284811,89.50617283950618,0.6728571428571429,55.080000000000005,85.64357142857142,140,30.932571428571425,2910.5,20.79
Dejounte Murray,NOP,0.6401846335784812,89.30041152263375,0.6786238532110092,57.92183486238532,78.81798165137614,109,34.81825688073395,2575.5,23.626055045871556
Tyrese Maxey,PHI,0.6391218010140857,89.09465020576131,0.6757377049180328,59.50245901639344,76.01,122,37.59098360655738,3099.5,25.403934426229505
Kawhi Leonard,LAC,0.6350421156900898,88.88888888888889,0.7918095238095239,48.90342857142858,69.60647619047619,105,33.431333333333335,2785.5,26.52657142857143
Jamal Murray,DEN,0.6341025461437375,88.68312757201646,0.7015079365079366,54.81420634920635,77.13984126984126,126,33.964126984126985,2998.5,23.796031746031748
Payton Pritchard,BOS,0.6321046745312189,88.47736625514403,0.6195061728395062,51.97024691358025,98.79506172839505,162,25.29222222222222,2558.5,15.795308641975309
Daniel Gafford,DAL,0.6314883878263159,88.27160493827161,0.8117557251908397,39.59503816793893,81.22007633587786,131,23.21030534351145,2460.5,18.781374045801527
Jaylen Brown,BOS,0.6275198385110097,88.06584362139918,0.6457894736842106,57.29842105263158,81.32473684210527,133,33.83421052631579,2899.0,21.799473684210525
Keegan Murray,SAC,0.6246104177887524,87.86008230452676,0.5050980392156863,66.04320261437908,93.29398692810457,153,33.97764705882353,2608.0,17.04751633986928
Zion Williamson,NOP,0.6225203906200645,87.65432098765432,0.7879999999999999,45.783,70.736,100,30.645,2415.5,24.155
Franz Wagner,ORL,0.620864477955863,87.44855967078189,0.6463636363636364,55.762727272727275,81.14999999999999,132,33.03272727272727,2838.0,21.49909090909091
Darius Garland,CLE,0.6204110768575205,87.24279835390946,0.6565909090909091,54.058409090909095,81.98159090909091,132,31.828636363636363,2725.0,20.645000000000003
Nic Claxton,BKN,0.6198652917142358,87.03703703703704,0.6653191489361703,50.80106382978724,85.98432624113475,141,28.350354609929077,2670.0,18.9363829787234
Tobias Harris,DET,0.6177938131726655,86.83127572016461,0.5791608391608392,59.348321678321675,87.23328671328672,143,32.6813986013986,2706.0,18.92118881118881
Clint Capela,ATL,0.6120482615907804,86.62551440329219,0.7742187500000001,40.127109375,79.588359375,128,23.905078125000003,2381.5,18.6015625
Bobby Portis,MIL,0.6113191225517678,86.41975308641975,0.7149618320610687,43.756030534351154,84.94839694656488,131,24.822900763358778,2322.5,17.72854961832061
Kyrie Irving,DAL,0.6113128039244705,86.21399176954732,0.7583333333333334,48.91259259259259,66.21611111111112,108,35.49462962962963,2901.5,26.86611111111111
Joel Embiid,PHI,0.6098537111662549,86.0082304526749,1.0753448275862068,27.150689655172418,39.57017241379311,58,32.47586206896552,2037.5,35.126724137931035
Fred VanVleet,HOU,0.6093729145110297,85.80246913580247,0.5668421052631579,61.63157894736842,81.86962406015037,133,36.057218045112776,2711.0,20.38676691729323
Isaiah Hartenstein,OKC,0.6088632857532777,85.59670781893004,0.7145454545454546,44.81613636363636,81.98159090909091,132,26.407045454545454,2503.0,18.963863636363637
Jimmy Butler III,GSW,0.6088506838420642,85.39094650205762,0.7395652173913043,48.28347826086957,70.25260869565217,115,32.939565217391305,2797.5,24.330434782608695
Harrison Barnes,SAC,0.605695025403535,85.18518518518519,0.5,58.574999999999996,100.0,164,28.12,2291.5,13.975000000000001
Tyus Jones,PHX,0.6041795512677522,84.97942386831275,0.5959183673469388,52.472244897959186,90.56816326530613,147,27.93,2460.0,16.73265306122449
Obi Toppin,IND,0.6036579908468233,84.77366255144034,0.6545341614906833,41.653975155279504,98.20409937888199,161,20.33944099378882,2133.5,13.250372670807453
Paul George,PHI,0.603609286189584,84.5679012345679,0.6600869565217391,52.9784347826087,75.89356521739128,115,33.35365217391304,2534.0,22.03617391304348
Collin Sexton,UTA,0.6031617290570621,84.36213991769547,0.6408510638297872,49.113191489361704,86.94787234042555,141,27.180851063829788,2451.0,17.382978723404257
Malik Beasley,MIL,0.6002190898113693,84.15637860082305,0.4962111801242236,58.67714285714286,98.20409937888199,161,28.69869565217391,2295.0,14.257018633540373
Desmond Bane,MEM,0.5990928032602326,83.9506172839506,0.7086486486486486,48.70081081081081,71.69,111,32.86432432432433,2587.5,23.30837837837838
Zach LaVine,CHI,0.5984469256726213,83.7448559670782,0.6347474747474747,55.01646464646465,75.15161616161616,99,35.094242424242424,2217.5,22.40060606060606
Donte DiVincenzo,MIN,0.5970513166675415,83.53909465020575,0.5969930069930071,51.65853146853147,88.73426573426573,143,27.735244755244757,2366.0,16.549370629370628
Buddy Hield,GSW,0.5961509740517379,83.33333333333334,0.5401204819277108,51.15048192771084,101.23469879518072,166,24.23301204819277,2162.0,13.02710843373494
Walker Kessler,UTA,0.5959888042028576,83.1275720164609,0.7575409836065574,40.92032786885245,74.57000000000001,122,26.50573770491803,2480.5,20.334426229508196
Onyeka Okongwu,ATL,0.5956101550176638,82.92181069958848,0.6903100775193798,45.29852713178295,80.36131782945735,129,26.88806201550388,2411.0,18.69162790697674
Klay Thompson,DAL,0.5951203180012924,82.71604938271605,0.5606711409395972,54.10624161073825,90.9523489932886,149,28.51476510067114,2383.0,15.995436241610737
Jordan Poole,WAS,0.594721316653783,82.51028806584361,0.5545205479452056,55.51465753424658,89.44246575342467,146,29.767260273972607,2402.5,16.45328767123288
Amen Thompson,HOU,0.5928433424252819,82.3045267489712,0.6752671755725191,46.47801526717557,80.1081679389313,131,27.5881679389313,2440.0,18.62641221374046
Stephon Castle,SAS,0.5921998075415075,82.09876543209876,0.51,54.93,98.78,81,26.690000000000005,1101.5,13.6
Christian Braun,DEN,0.5921256333879884,81.89300411522635,0.5139751552795031,54.77360248447204,98.20409937888199,161,26.902546583850935,2283.0,14.177204968944098
Julius Randle,NYK,0.5910242850840812,81.6872427983539,0.6699999999999999,50.492,72.93,115,33.525999999999996,2596.5,22.578000000000003
Yves Missi,NOP,0.590770426655417,81.48148148148148,0.6,49.69,89.02,73,26.79,1168.0,16.0
T.J. McConnell,IND,0.5906541909135592,81.27572016460906,0.7220666666666666,34.46426666666666,91.725,150,18.043066666666668,1950.0,12.999266666666665
Jusuf Nurkić,CHA,0.5891757035835203,81.06995884773663,0.7018897637795276,42.439370078740154,80.44000000000001,127,24.729763779527563,2210.0,17.402204724409447
Dennis Schröder,DET,0.5860255227508273,80.8641975308642,0.4854838709677419,58.47612903225806,94.6083870967742,155,29.613548387096778,2245.0,14.484516129032258
Chris Paul,GSW,0.5856357288777096,80.65843621399176,0.59,50.22357142857143,87.87385714285715,140,27.30371428571429,2245.0,16.03642857142857
CJ McCollum,NOP,0.5853745294697317,80.45267489711934,0.6440983606557377,51.030163934426234,74.89,122,32.71,2579.0,21.139836065573768
Devin Vassell,SAS,0.5848343041347455,80.24691358024691,0.5909090909090909,53.85181818181819,80.56393939393939,132,32.056363636363635,2518.0,19.07424242424242
Andre Drummond,PHI,0.5825267635439579,80.04115226337449,0.8059663865546218,29.200588235294116,80.35344537815128,119,17.661344537815125,1679.0,14.11109243697479
Kristaps Porziņģis,BOS,0.5819464165803448,79.83539094650206,0.8172727272727273,37.764242424242425,61.75060606060605,99,29.29363636363636,2368.0,23.920303030303028
D'Angelo Russell,BKN,0.5805787863725145,79.62962962962963,0.5853731343283582,52.072686567164176,83.17925373134328,134,29.5865671641791,2348.0,17.51865671641791
Zach Edey,MEM,0.5800297144001578,79.42386831275721,0.74,35.97,80.49,66,21.45,1049.5,15.900000000000002
Keldon Johnson,SAS,0.579586426853872,79.21810699588477,0.5805479452054794,49.10554794520548,89.29212328767125,146,26.549657534246574,2260.5,15.482739726027395
Kyle Kuzma,MIL,0.575774752849638,79.01234567901234,0.5640740740740741,53.742222222222225,82.43296296296297,135,31.241851851851848,2394.5,17.73296296296296
Russell Westbrook,LAC,0.5746895057794918,78.80658436213992,0.6037762237762238,46.35048951048951,87.40377622377622,143,25.322657342657344,2173.5,15.20041958041958
Bub Carrington,WAS,0.5742288894831844,78.60082304526749,0.4000000000000001,62.44,100.0,82,29.97,984.0,12.0
Ty Jerome,CLE,0.5726065159184454,78.39506172839506,0.726111111111111,34.40777777777779,83.0663888888889,72,19.543333333333333,1037.0,14.398611111111112
Malik Monk,SAC,0.5724916989746484,78.18930041152264,0.5862773722627738,49.761970802919706,83.7529197080292,137,28.656934306569344,2300.5,16.789927007299273
Mike Conley,MIN,0.5719540471632715,77.9835390946502,0.5513605442176871,50.359115646258495,89.73857142857143,147,26.865238095238094,2190.5,14.903061224489797
Aaron Gordon,DEN,0.5677719621914094,77.77777777777779,0.6064516129032258,49.47024193548388,77.98919354838709,124,30.189112903225805,2272.0,18.31983870967742
Jabari Smith Jr.,HOU,0.5675614769795679,77.57201646090535,0.5442857142857142,53.87,82.75,133,31.122857142857143,2261.5,17.0
OG Anunoby,NYK,0.5664660317666357,77.36625514403292,0.5217741935483872,58.45774193548387,78.44161290322579,124,35.54387096774194,2293.5,18.493870967741934
John Collins,UTA,0.5651026130322362,77.1604938271605,0.7048148148148147,41.89629629629629,70.28185185185185,108,28.904444444444447,2211.0,20.47407407407407
Dyson Daniels,NOP,0.5636241838037447,76.95473251028807,0.5476642335766423,51.606131386861314,84.53627737226279,137,28.68284671532847,2209.0,16.124014598540143
Lauri Markkanen,UTA,0.5624714880191497,76.74897119341564,0.733235294117647,42.20735294117647,62.577352941176464,102,32.31127450980392,2436.0,23.883039215686278
Grayson Allen,PHX,0.5607134889943204,76.5432098765432,0.53,52.50956834532374,85.28561151079136,139,29.18654676258993,2149.5,15.46294964028777
Jaden McDaniels,MIN,0.5597168641976786,76.33744855967079,0.41519480519480517,60.374805194805205,94.29610389610389,154,30.645714285714284,1998.0,12.969480519480518
Jalen Smith,CHI,0.5594840791823976,76.13168724279835,0.81024,25.49432,76.26392,125,16.074559999999998,1626.5,13.01248
Jrue Holiday,BOS,0.5594332055085584,75.92592592592592,0.5468702290076336,53.084274809160306,80.1081679389313,131,31.749312977099237,2286.5,17.45557251908397
Jakob Poeltl,TOR,0.5571826195654116,75.7201646090535,0.7413084112149532,38.47485981308411,65.52401869158878,107,28.07934579439252,2226.5,20.81046728971963
Kel'el Ware,MIA,0.5560264283261397,75.51440329218107,0.7,36.14,78.05,64,22.23,990.0,15.47
Royce O'Neale,PHX,0.554669243815856,75.30864197530865,0.5143506493506494,48.1987012987013,93.96337662337663,154,24.61824675324675,1958.5,12.715454545454545
Spencer Dinwiddie,LAL,0.5544030283908871,75.1028806584362,0.4552903225806451,54.47593548387097,94.54541935483871,155,27.667612903225805,1955.0,12.613290322580644
Brandin Podziemski,GSW,0.5543312301326729,74.8971193415638,0.5685507246376812,47.04188405797101,84.58666666666666,138,26.702028985507248,2099.0,15.21
Donovan Clingan,POR,0.5536965337104612,74.69135802469135,0.7,33.63,81.71,67,19.76,921.5,13.75
Norman Powell,LAC,0.5522450002908996,74.48559670781893,0.5385294117647059,50.20823529411764,84.07264705882353,136,29.031176470588235,2150.0,15.809411764705882
Guerschon Yabusele,PHI,0.5519014389425633,74.2798353909465,0.55,48.14,85.37,70,27.07,1035.0,14.79
Santi Aldama,MEM,0.5516789063124089,74.07407407407408,0.6473809523809523,41.6568253968254,76.90746031746032,126,26.014126984126985,2112.0,16.762063492063493
Anfernee Simons,POR,0.5503112172067153,73.86831275720165,0.5758620689655172,51.076206896551724,73.76293103448276,116,33.39431034482759,2228.0,19.207241379310343
P.J. Washington,DAL,0.5478202049653969,73.66255144032921,0.5294615384615383,52.12307692307692,80.46561538461539,130,31.196076923076927,2151.5,16.550923076923077
Keyonte George,UTA,0.5462043480821266,73.4567901234568,0.4930281690140845,52.418591549295776,86.85964788732394,142,29.093239436619715,2045.5,14.403028169014085
Kyle Filipowski,UTA,0.5458637035553817,73.25102880658436,0.61,38.66,87.8,72,21.13,927.0,12.88
Aaron Wiggins,OKC,0.5458309454942738,73.04526748971193,0.5896103896103897,37.66987012987013,93.91584415584416,154,19.298181818181817,1764.0,11.455974025974024
Tim Hardaway Jr.,DET,0.5455107986684202,72.8395061728395,0.4357051282051282,54.27474358974359,95.13564102564102,156,27.392820512820517,1867.5,11.970833333333333
RJ Barrett,TOR,0.5451892340466233,72.63374485596708,0.615,47.09,70.73,116,31.955,2288.0,19.724999999999998
Alex Sarr,WAS,0.5444168599520158,72.42798353909465,0.57,46.09,81.71,67,27.08,1034.5,15.44
Nickeil Alexander-Walker,MIN,0.5436048520824797,72.22222222222221,0.44,50.73500000000001,100.0,164,24.355,1744.5,10.635
Toumani Camara,POR,0.5434898911810355,72.0164609053498,0.4468918918918919,55.0204054054054,90.50851351351352,148,28.971351351351352,1925.5,13.007027027027027
Moritz Wagner,ORL,0.5423408452651004,71.81069958847736,0.7118181818181818,30.046363636363637,80.93181818181819,110,17.98818181818182,1415.5,12.866363636363635
Trey Murphy III,NOP,0.54222415830814,71.60493827160494,0.6448181818181818,44.94918181818182,67.15872727272728,110,32.22290909090909,2281.5,20.744999999999997
Brandon Ingram,TOR,0.5417308322042632,71.39917695473251,0.65,45.01268292682927,65.73536585365854,82,32.89609756097561,1760.5,21.468048780487802
Bogdan Bogdanović,LAC,0.5414940792281195,71.19341563786008,0.5172180451127819,50.140977443609025,83.9606015037594,133,28.19127819548872,1960.5,14.737744360902255
Kevin Porter Jr.,MIL,0.5403328179517105,70.98765432098766,0.59,37.65,91.46,75,19.76,869.0,11.59
Trayce Jackson-Davis,GSW,0.5390200900016973,70.78189300411523,0.7413846153846153,26.736,79.43892307692309,130,16.128769230769233,1559.5,11.996307692307692
Caris LeVert,ATL,0.5383980931316201,70.57613168724279,0.57,45.28939393939394,80.56393939393939,132,26.928484848484853,2027.0,15.355454545454544
Luke Kornet,BOS,0.5374719070786176,70.37037037037037,0.6892647058823529,30.132941176470588,83.37316176470588,136,17.23639705882353,1612.5,11.858382352941177
Deandre Ayton,POR,0.5372337154126088,70.16460905349794,0.7231578947368421,39.12894736842105,59.36894736842105,95,31.46578947368421,2150.0,22.635789473684213
Andrew Wiggins,GSW,0.5371608595413555,69.95884773662551,0.5449618320610687,47.88312977099237,80.44343511450381,131,28.721755725190842,2061.0,15.73702290076336
Saddiq Bey,ATL,0.5360898166626327,69.75308641975309,0.52,52.38,76.83,63,32.72,1073.5,17.04
Luguentz Dort,OKC,0.5352503164228541,69.54732510288066,0.42419999999999997,54.9868,91.725,150,28.79446666666667,1840.5,12.271199999999999
Jalen Johnson,ATL,0.5345531649070469,69.34156378600824,0.6952173913043478,41.979565217391304,58.746086956521744,92,34.48913043478261,2206.0,23.97478260869565
Al Horford,BOS,0.5325781170098803,69.1358024691358,0.5964,43.2112,76.342,125,27.1876,2014.0,16.113599999999998
Jeremy Sochan,SAS,0.5322539154196559,68.93004115226337,0.54640625,46.831093749999994,79.95046875,128,27.792187500000004,1926.0,15.0471875
Kentavious Caldwell-Pope,ORL,0.5317837725797722,68.72427983539094,0.3698692810457517,59.44980392156862,93.29398692810457,153,30.593464052287583,1718.5,11.228692810457515
Tre Jones,CHI,0.5317287640831772,68.51851851851852,0.583739837398374,42.603089430894315,79.76341463414634,123,24.740731707317074,1770.5,14.394634146341463
Zaccharie Risacher,ATL,0.531473608279161,68.3127572016461,0.49,46.83,91.46,75,24.58,894.5,11.93
Immanuel Quickley,TOR,0.5312088503631194,68.10699588477365,0.6430693069306931,41.5790099009901,68.98178217821783,101,28.745841584158416,1869.0,18.501881188118812
Jaylen Wells,MEM,0.5307178447694244,67.90123456790124,0.42,51.92,96.34,79,25.87,857.5,10.85
Kevon Looney,GSW,0.5306620080260317,67.6954732510288,0.6405333333333334,29.676133333333333,91.47626666666666,150,15.577600000000002,1489.0,9.928133333333331
Matas Buzelis,CHI,0.5286898358758155,67.48971193415639,0.53,38.4,97.56,80,18.89,799.5,9.99
Nick Richards,PHX,0.5286533482983484,67.28395061728395,0.6283870967741936,38.814516129032256,76.10193548387096,124,24.314758064516127,1885.5,15.206129032258065
Sam Hauser,BOS,0.5279193323679054,67.07818930041152,0.5258,41.82020000000001,91.725,150,21.878533333333333,1737.0,11.576600000000001
Goga Bitadze,ORL,0.5278062303814326,66.8724279835391,0.6765151515151516,30.683636363636364,80.78575757575759,132,18.080909090909092,1631.5,12.360909090909091
Draymond Green,GSW,0.5277441824196027,66.66666666666666,0.5747154471544715,44.78715447154471,75.83813008130082,123,28.239918699186994,1987.5,16.15780487804878
Julian Champagnie,SAS,0.5269319703120638,66.46090534979425,0.4915384615384616,43.4925641025641,95.3702564102564,156,21.795384615384616,1694.5,10.861025641025641
Kelly Olynyk,NOP,0.526929204298406,66.2551440329218,0.6239344262295082,36.731147540983606,80.1672131147541,122,21.72049180327869,1659.0,13.59655737704918
Isaiah Joe,OKC,0.5260083406512938,66.0493827160494,0.5448684210526317,38.676842105263155,92.74421052631578,152,20.05842105263158,1655.0,10.889605263157893
Brandon Miller,CHA,0.5249431880028993,65.84362139917695,0.5213861386138614,50.627524752475246,74.91950495049504,101,32.73732673267327,1725.0,17.080396039603958
Cameron Johnson,BKN,0.5244815466663189,65.63786008230453,0.6095652173913044,43.15782608695652,70.12530434782609,115,29.552608695652175,2093.5,18.201217391304347
Jonathan Kuminga,GSW,0.5243270087479015,65.4320987654321,0.5883471074380165,41.582727272727276,77.45289256198346,121,25.56314049586777,1822.0,15.055867768595043
Taurean Prince,LAL,0.524197506645361,65.22633744855966,0.38518987341772154,54.29936708860759,96.35544303797468,158,27.045316455696202,1644.5,10.40493670886076
Cole Anthony,ORL,0.52360632786605,65.02057613168725,0.5409459459459459,39.460945945945944,91.05236486486487,148,20.620135135135136,1644.0,11.107297297297299
Paul Reed,DET,0.5230017484365602,64.81481481481481,0.6570866141732283,30.01228346456693,84.01259842519686,127,15.957165354330709,1325.0,10.42984251968504
Rui Hachimura,LAL,0.5208301466173111,64.60905349794238,0.5321259842519686,46.89102362204724,77.82905511811025,127,29.093858267716534,1967.0,15.487716535433071
Gary Trent Jr.,MIL,0.5207587965851126,64.40329218106996,0.4595862068965517,49.34862068965517,88.45275862068965,145,26.809241379310347,1780.0,12.272344827586206
Bennedict Mathurin,IND,0.5202658628948029,64.19753086419753,0.5109923664122137,47.62007633587787,80.66145038167939,131,28.1475572519084,1879.5,14.349618320610686
Corey Kispert,WAS,0.5200564929831165,63.991769547325106,0.4797163120567376,47.4077304964539,87.53609929078014,141,26.01737588652482,1750.0,12.41212765957447
Kelly Oubre Jr.,PHI,0.5186354302453662,63.78600823045267,0.4753125,52.491875,78.355,128,32.2971875,1980.5,15.4690625
Dillon Brooks,HOU,0.5180955607385701,63.580246913580254,0.3655102040816327,58.66693877551021,89.6673469387755,147,31.394285714285715,1702.0,11.580612244897958
Terry Rozier,MIA,0.5173347504210245,63.37448559670782,0.5324800000000001,46.868480000000005,76.26392,125,29.589520000000004,2017.0,16.13464
Scotty Pippen Jr.,MEM,0.5168666771311585,63.16872427983539,0.5979,36.5902,81.4867,100,22.0959,1318.0,13.1778
Derrick Jones Jr.,DAL,0.5149405346260337,62.96296296296296,0.45006535947712417,46.45751633986928,93.29398692810457,153,23.897843137254903,1643.5,10.7381045751634
Jaime Jaquez Jr.,MIA,0.514535210171867,62.757201646090536,0.49680851063829795,44.83382978723404,86.32510638297872,141,24.69276595744681,1709.0,12.121489361702128
