SEASON,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,FANTASY_POINTS,AVG_FANTASY_PPG,FANTASY_POINTS_PER_MIN,PCT_GAMES_PLAYED,AVG_MINUTES,PCT_MINUTES_PLAYED,PTS,REB,AST,STL,BLK,TOV,PF,FGM,FGA,FTM,FTA,FG3M,OREB
2023-24,Nikola Jokić,DEN,79,2736.5333333333333,3127.5,39.59,1.14,96.34,34.64,69.53,2085,976,708,108,68,237,194,822,1411,358,438,83,223
2024-25,Nikola Jokić,DEN,70,2570.765,3117.0,44.53,1.21,85.37,36.73,65.31,2071,892,716,127,45,230,160,786,1364,361,451,138,200
2023-24,Luka Dončić,DAL,70,2624.04,2813.0,40.19,1.07,85.37,37.49,66.67,2370,647,686,99,38,282,149,804,1652,478,608,284,59
2023-24,Domantas Sabonis,SAC,82,2928.0216666666665,2670.0,32.56,0.91,100.0,35.71,74.39,1593,1120,673,74,48,272,250,634,1068,292,415,33,294
2023-24,Giannis Antetokounmpo,MIL,73,2567.2433333333333,2660.0,36.44,1.04,89.02,35.17,65.22,2222,841,476,87,79,250,210,837,1369,514,782,34,196
2023-24,Anthony Davis,LAL,76,2700.2433333333333,2654.0,34.92,0.98,92.68,35.53,68.6,1876,961,266,91,178,159,177,713,1283,421,516,29,239
2024-25,Shai Gilgeous-Alexander,OKC,76,2597.63,2646.5,34.82,1.02,92.68,34.18,66.0,2484,379,486,131,77,183,164,860,1656,601,669,163,67
2023-24,Shai Gilgeous-Alexander,OKC,75,2552.6866666666665,2468.0,32.91,0.97,91.46,34.04,64.85,2254,415,465,150,67,162,184,796,1487,567,649,95,65
2024-25,Giannis Antetokounmpo,MIL,67,2288.63,2400.5,35.83,1.05,81.71,34.16,58.15,2036,798,433,58,78,206,155,793,1319,436,707,14,147
2023-24,LeBron James,LAL,71,2503.6833333333334,2291.0,32.27,0.92,86.59,35.26,63.61,1822,518,589,89,38,245,78,685,1269,303,404,149,61
2024-25,Karl-Anthony Towns,NYK,72,2516.72,2243.5,31.16,0.89,87.8,34.95,63.94,1759,920,222,71,50,192,249,639,1215,339,409,142,212
2023-24,Jayson Tatum,BOS,74,2645.213333333333,2221.5,30.02,0.84,90.24,35.75,67.21,1987,601,364,75,43,188,145,672,1426,414,497,229,67
2023-24,Kevin Durant,PHX,75,2790.6366666666668,2210.5,29.47,0.79,91.46,37.21,70.9,2032,495,378,69,91,244,133,751,1436,362,423,168,41
2024-25,Ivica Zubac,LAC,80,2624.1766666666667,2206.5,27.58,0.84,97.56,32.8,66.67,1340,1010,214,55,90,127,168,592,942,156,236,0,300
2024-25,Jayson Tatum,BOS,72,2623.8166666666666,2180.0,30.28,0.83,87.8,36.44,66.66,1932,623,431,76,38,209,157,662,1465,358,440,250,48
2024-25,Anthony Edwards,MIN,79,2871.0583333333334,2178.5,27.58,0.76,96.34,36.34,72.94,2177,450,359,91,51,249,150,721,1612,415,496,320,61
2024-25,Domantas Sabonis,SAC,70,2428.8766666666666,2173.5,31.05,0.89,85.37,34.7,61.71,1337,972,423,48,26,202,229,527,893,218,289,65,267
2023-24,Victor Wembanyama,SAS,71,2106.235,2149.5,30.27,1.02,86.59,29.67,53.51,1522,755,274,88,254,260,153,551,1186,292,367,128,161
2024-25,LeBron James,LAL,70,2444.4466666666667,2129.5,30.42,0.87,85.37,34.92,62.1,1710,546,575,70,39,260,99,651,1270,259,331,149,72
2024-25,James Harden,LAC,79,2789.036666666667,2127.0,26.92,0.76,96.34,35.3,70.86,1802,456,687,118,55,341,162,531,1295,505,578,235,55
2023-24,Jalen Brunson,NYK,77,2726.3033333333333,2102.0,27.3,0.77,93.9,35.41,69.27,2212,278,519,70,13,186,144,790,1648,421,497,211,43
2023-24,Stephen Curry,GSW,74,2421.5383333333334,2016.5,27.25,0.83,90.24,32.72,61.52,1956,330,379,54,28,210,117,650,1445,299,324,357,37
2024-25,Tyler Herro,MIA,77,2725.08,2010.5,26.11,0.74,93.9,35.39,69.23,1840,399,424,69,17,198,85,651,1378,287,327,251,35
2023-24,Anthony Edwards,MIN,79,2770.383333333333,2009.5,25.44,0.73,96.34,35.07,70.39,2049,430,405,101,42,241,141,718,1558,423,506,190,52
2023-24,Tyrese Haliburton,IND,69,2223.5383333333334,2006.0,29.07,0.9,84.15,32.23,56.49,1389,271,752,83,48,159,75,500,1048,194,227,195,35
2024-25,Tyrese Haliburton,IND,73,2450.391666666667,1985.0,27.19,0.81,89.02,33.57,62.26,1359,258,673,105,49,120,92,476,1006,189,222,218,42
2024-25,Trae Young,ATL,76,2739.06,1967.5,25.89,0.72,92.68,36.04,69.59,1841,236,880,91,12,355,145,566,1376,491,561,218,36
2023-24,Jarrett Allen,CLE,77,2442.0616666666665,1965.5,25.53,0.8,93.9,31.72,62.04,1271,811,210,53,81,121,147,519,819,233,314,0,243
2024-25,Stephen Curry,GSW,70,2252.45,1936.0,27.66,0.86,85.37,32.18,57.23,1718,310,421,80,30,200,95,564,1258,279,299,311,40
2023-24,Chet Holmgren,OKC,82,2412.7966666666666,1930.0,23.54,0.8,100.0,29.42,61.3,1357,648,200,53,190,131,197,505,953,218,275,129,129
2024-25,Nikola Vučević,CHI,73,2278.25,1928.5,26.42,0.85,89.02,31.21,57.88,1349,735,256,61,52,119,163,550,1038,120,149,129,178
2024-25,Cade Cunningham,DET,70,2451.9466666666667,1922.0,27.46,0.78,85.37,35.03,62.3,1830,425,638,71,53,309,195,684,1457,313,370,149,56
2023-24,Dejounte Murray,ATL,78,2783.3433333333332,1921.5,24.63,0.69,95.12,35.68,70.72,1753,416,502,111,24,201,138,672,1463,208,262,201,62
2024-25,Bam Adebayo,MIA,78,2673.693333333333,1921.0,24.63,0.72,95.12,34.28,67.93,1410,749,337,98,53,161,162,540,1113,251,328,79,185
2023-24,De'Aaron Fox,SAC,74,2658.7633333333333,1916.0,25.89,0.72,90.24,35.93,67.55,1966,340,418,150,31,194,193,720,1549,312,423,214,67
2023-24,Kawhi Leonard,LAC,68,2330.04,1909.0,28.07,0.82,82.93,34.27,59.2,1613,416,244,111,59,119,97,610,1162,253,286,140,84
2023-24,Rudy Gobert,MIN,76,2593.1133333333332,1903.5,25.05,0.73,92.68,34.12,65.88,1061,982,102,52,162,118,238,406,614,249,390,0,285
2024-25,Jarrett Allen,CLE,82,2296.0533333333333,1902.0,23.2,0.83,100.0,28.0,58.33,1103,798,158,77,73,97,127,452,640,199,277,0,216
2023-24,Pascal Siakam,IND,80,2657.8883333333333,1900.5,23.76,0.72,97.56,33.22,67.53,1737,565,342,63,25,141,193,681,1271,290,396,85,139
2023-24,Damian Lillard,MIL,73,2578.4283333333333,1872.0,25.64,0.73,89.02,35.32,65.51,1775,320,508,72,18,193,134,541,1277,473,514,220,36
2024-25,Alperen Sengun,HOU,76,2394.9766666666665,1867.5,24.57,0.78,92.68,31.51,60.85,1451,786,372,84,61,194,209,567,1143,296,428,21,262
2024-25,Devin Booker,PHX,75,2794.9666666666667,1867.5,24.9,0.67,91.46,37.27,71.01,1923,305,529,67,16,220,198,654,1420,432,483,183,76
2023-24,DeMar DeRozan,CHI,79,2988.568333333333,1866.0,23.62,0.62,96.34,37.83,75.93,1897,340,421,90,45,135,161,650,1355,522,612,75,43
2024-25,Evan Mobley,CLE,71,2166.555,1858.0,26.17,0.86,86.59,30.51,55.04,1316,659,226,61,113,145,141,505,906,221,305,85,164
2024-25,Josh Hart,NYK,77,2896.83,1853.5,24.07,0.64,93.9,37.62,73.6,1051,737,453,119,27,158,201,404,770,159,205,84,161
2023-24,Devin Booker,PHX,68,2446.6566666666668,1835.5,26.99,0.75,82.93,35.98,62.16,1841,308,472,61,28,178,206,642,1305,405,457,152,56
2023-24,Nikola Vučević,CHI,76,2609.5016666666666,1829.0,24.07,0.7,92.68,34.34,66.3,1370,801,254,50,60,120,190,586,1211,106,129,92,210
2023-24,Paolo Banchero,ORL,80,2798.701666666667,1805.0,22.56,0.64,97.56,34.98,71.11,1804,554,431,71,47,247,153,640,1407,405,559,119,82
2023-24,Bam Adebayo,MIA,71,2416.4733333333334,1794.0,25.27,0.74,86.59,34.03,61.39,1367,737,278,81,66,162,159,530,1017,292,387,15,159
2024-25,Pascal Siakam,IND,78,2547.8533333333335,1792.5,22.98,0.7,95.12,32.66,64.73,1578,540,263,70,42,109,189,613,1182,226,308,126,133
2023-24,Tyrese Maxey,PHI,70,2625.806666666667,1792.0,25.6,0.68,85.37,37.51,66.71,1816,258,433,69,33,116,151,638,1419,328,378,212,36
2023-24,Paul George,LAC,74,2501.766666666667,1771.5,23.94,0.71,90.24,33.81,63.56,1671,388,262,113,37,153,202,582,1236,264,291,243,37
2024-25,Kevin Durant,PHX,62,2264.685,1762.0,28.42,0.78,75.61,36.53,57.54,1647,374,263,50,77,190,104,592,1124,303,361,160,23
2023-24,James Harden,LAC,72,2469.6683333333335,1755.0,24.38,0.71,87.8,34.3,62.75,1192,369,614,77,57,185,127,352,822,302,344,186,34
2024-25,Zach LaVine,SAC,74,2602.48,1727.0,23.34,0.66,90.24,35.17,66.12,1724,315,310,58,12,208,121,625,1223,235,285,239,22
2024-25,Donovan Mitchell,CLE,71,2232.0333333333333,1718.5,24.2,0.77,86.59,31.44,56.71,1701,322,354,95,17,149,140,585,1320,298,362,233,57
2023-24,Fred VanVleet,HOU,73,2684.4266666666667,1684.5,23.08,0.63,89.02,36.77,68.2,1270,278,589,101,59,126,183,423,1018,197,229,227,33
2024-25,Austin Reaves,LAL,73,2550.0916666666667,1677.0,22.97,0.66,89.02,34.93,64.79,1475,329,421,81,22,177,151,477,1037,321,366,200,61
2024-25,Michael Porter Jr.,DEN,77,2593.2633333333333,1671.0,21.7,0.64,93.9,33.68,65.89,1398,540,165,50,38,104,157,528,1048,149,194,193,138
2024-25,Darius Garland,CLE,75,2300.77,1669.5,22.26,0.73,91.46,30.68,58.45,1544,214,506,91,11,189,143,554,1174,224,255,212,47
2024-25,Anthony Davis,DAL,51,1705.4883333333332,1653.5,32.42,0.97,62.2,33.44,43.33,1261,590,181,59,110,113,98,470,910,286,369,35,134
2024-25,Josh Giddey,CHI,70,2116.641666666667,1653.0,23.61,0.78,85.37,30.24,53.78,1022,566,503,84,45,202,122,371,798,175,224,105,127
2024-25,Jalen Duren,DET,78,2033.5483333333334,1652.0,21.18,0.81,95.12,26.07,51.67,918,807,209,54,89,136,251,378,546,162,242,0,277
2024-25,Derrick White,BOS,76,2573.615,1646.5,21.66,0.64,92.68,33.86,65.39,1248,341,361,72,80,131,138,424,959,135,161,265,67
2023-24,Michael Porter Jr.,DEN,81,2564.605,1643.5,20.29,0.64,98.78,31.66,65.16,1356,565,122,42,53,92,148,522,1079,92,110,220,106
2023-24,Zion Williamson,NOP,70,2206.923333333333,1641.5,23.45,0.74,85.37,31.53,56.07,1601,406,352,76,47,193,159,624,1094,347,494,6,122
2023-24,Scottie Barnes,TOR,60,2094.2483333333334,1631.0,27.18,0.78,73.17,34.9,53.21,1191,494,363,75,88,165,118,447,942,196,251,101,141
2024-25,Jalen Williams,OKC,69,2236.673333333333,1629.0,23.61,0.73,84.15,32.42,56.83,1490,369,355,111,46,150,158,565,1168,236,299,124,59
2023-24,Mikal Bridges,BKN,82,2854.24,1628.5,19.86,0.57,100.0,34.81,72.52,1606,372,299,81,30,164,116,564,1294,258,317,220,68
2024-25,Damian Lillard,MIL,58,2092.87,1622.5,27.97,0.78,70.73,36.08,53.17,1447,272,410,70,10,162,97,444,992,362,393,197,29
2024-25,Jalen Brunson,NYK,65,2300.7083333333335,1622.5,24.96,0.71,79.27,35.4,58.45,1690,187,475,60,8,164,138,585,1200,368,448,152,27
2024-25,Rudy Gobert,MIN,72,2388.423333333333,1621.5,22.52,0.68,87.8,33.17,60.68,866,785,127,56,104,89,182,341,510,184,273,0,265
2023-24,Kyrie Irving,DAL,58,2029.6083333333333,1617.0,27.88,0.8,70.73,34.99,51.57,1487,290,299,74,28,106,112,562,1131,190,210,173,44
2024-25,Luka Dončić,LAL,50,1768.55,1607.0,32.14,0.91,60.98,35.37,44.93,1408,409,383,89,21,179,126,461,1025,309,395,177,40
2023-24,Alperen Sengun,HOU,63,2045.635,1603.5,25.45,0.78,76.83,32.47,51.97,1331,589,312,76,46,162,211,527,982,244,352,33,183
2024-25,DeMar DeRozan,SAC,77,2767.615,1598.0,20.75,0.58,93.9,35.94,70.32,1710,298,342,62,32,105,150,624,1308,378,441,84,50
2024-25,Desmond Bane,MEM,69,2205.225,1592.0,23.07,0.72,84.15,31.96,56.03,1327,418,369,80,28,169,164,493,1018,177,198,164,62
2024-25,Jaren Jackson Jr.,MEM,74,2206.951666666667,1587.0,21.45,0.72,90.24,29.82,56.07,1641,417,148,92,113,153,257,592,1213,311,398,146,91
2024-25,Victor Wembanyama,SAS,46,1527.2533333333333,1581.0,34.37,1.04,56.1,33.2,38.8,1116,506,168,52,176,149,105,408,857,158,189,142,82
2024-25,Jamal Murray,DEN,67,2418.346666666667,1580.5,23.59,0.65,81.71,36.09,61.44,1436,261,403,91,33,138,128,531,1121,218,246,156,45
2023-24,Miles Bridges,CHA,69,2581.116666666667,1580.5,22.91,0.61,84.15,37.41,65.58,1449,505,231,65,33,138,118,559,1210,174,211,157,71
2023-24,Donovan Mitchell,CLE,55,1942.65,1576.5,28.66,0.81,67.07,35.32,49.36,1463,280,333,101,30,154,118,503,1089,275,318,182,46
2023-24,Austin Reaves,LAL,82,2628.95,1571.0,19.16,0.6,100.0,32.06,66.79,1300,352,450,66,25,174,153,457,940,232,272,154,57
2024-25,Dyson Daniels,ATL,76,2571.17,1568.0,20.63,0.61,92.68,33.83,65.32,1073,449,333,229,55,155,175,455,923,83,140,80,124
2024-25,Jalen Green,HOU,82,2697.11,1563.5,19.07,0.58,100.0,32.89,68.52,1723,377,282,71,27,203,127,608,1437,273,336,234,45
2023-24,Joel Embiid,PHI,39,1309.3716666666667,1555.5,39.88,1.19,47.56,33.57,33.27,1353,430,219,46,66,150,112,450,851,399,452,54,95
2023-24,D'Angelo Russell,LAL,76,2484.1283333333336,1551.5,20.41,0.62,92.68,32.69,63.11,1369,236,482,69,36,156,156,492,1080,159,192,226,28
2024-25,Onyeka Okongwu,ATL,74,2063.9266666666667,1548.5,20.93,0.75,90.24,27.89,52.44,988,660,168,69,68,90,193,388,684,164,216,48,220
2023-24,Coby White,CHI,79,2881.3566666666666,1547.5,19.59,0.54,96.34,36.47,73.21,1509,358,405,53,18,166,186,541,1209,218,260,209,44
2023-24,Myles Turner,IND,77,2076.4366666666665,1547.0,20.09,0.75,93.9,26.97,52.75,1313,533,100,39,144,109,232,476,909,245,317,116,113
2023-24,Jaylen Brown,BOS,70,2342.5216666666665,1544.0,22.06,0.66,85.37,33.46,59.52,1610,387,249,83,37,166,185,627,1256,211,300,145,84
2023-24,Jalen Green,HOU,82,2601.3816666666667,1542.5,18.81,0.59,100.0,31.72,66.09,1610,423,291,66,28,191,115,563,1332,283,352,201,41
2024-25,Scottie Barnes,TOR,65,2134.13,1535.5,23.62,0.72,79.27,32.83,54.22,1252,502,378,93,63,185,113,474,1063,228,302,76,109
2023-24,Derrick White,BOS,73,2380.985,1526.0,20.9,0.64,89.02,32.62,60.49,1107,310,377,74,87,112,152,387,839,137,152,196,51
2024-25,Christian Braun,DEN,79,2675.383333333333,1521.0,19.25,0.57,96.34,33.87,67.97,1218,410,205,85,37,81,170,476,821,177,214,89,98
2023-24,Kyle Kuzma,WAS,70,2281.141666666667,1520.0,21.71,0.67,85.37,32.59,57.96,1553,464,296,37,49,192,153,608,1313,186,240,151,62
2023-24,Lauri Markkanen,UTA,55,1819.7466666666667,1519.0,27.62,0.83,67.07,33.09,46.23,1278,449,110,50,26,77,100,427,890,249,277,175,122
2023-24,Clint Capela,ATL,73,1883.0866666666666,1515.0,20.75,0.8,89.02,25.8,47.84,836,776,91,43,106,74,164,353,618,130,206,0,335
2024-25,Mikal Bridges,NYK,82,3036.076666666667,1513.5,18.46,0.5,100.0,37.03,77.14,1444,259,306,75,43,132,127,592,1183,96,118,164,71
2023-24,Jusuf Nurkić,PHX,76,2078.035,1512.5,19.9,0.73,92.68,27.34,52.8,829,837,301,81,80,175,254,320,627,167,261,22,224
2023-24,Nic Claxton,BKN,71,2115.6633333333334,1507.5,21.23,0.71,86.59,29.8,53.75,841,706,147,46,146,93,175,366,582,108,196,1,193
2024-25,Amen Thompson,HOU,69,2225.415,1507.0,21.84,0.68,84.15,32.25,56.54,970,564,265,97,89,138,167,388,697,169,247,25,192
2023-24,CJ McCollum,NOP,66,2158.536666666667,1495.0,22.65,0.69,80.49,32.71,54.84,1322,286,305,62,41,110,126,484,1055,115,139,239,39
2024-25,Coby White,CHI,74,2450.2566666666667,1494.0,20.19,0.61,90.24,33.11,62.25,1509,273,330,69,16,177,154,508,1121,277,307,216,25
2024-25,Payton Pritchard,BOS,80,2270.875,1491.0,18.64,0.66,97.56,28.39,57.69,1144,307,279,70,14,83,118,409,866,71,84,255,102
2023-24,Jonas Valančiūnas,NOP,82,1924.8316666666667,1487.5,18.14,0.77,100.0,23.47,48.9,1002,721,173,33,68,111,218,402,719,161,205,37,186
2023-24,Jimmy Butler III,MIA,60,2042.0583333333334,1486.5,24.78,0.73,73.17,34.03,51.88,1246,318,298,79,17,102,68,396,793,394,459,60,105
2024-25,OG Anunoby,NYK,74,2705.7766666666666,1481.0,20.01,0.55,90.24,36.56,68.74,1332,358,164,110,65,102,172,489,1027,183,226,171,97
2023-24,Jalen Williams,OKC,71,2223.5983333333334,1472.0,20.73,0.66,86.59,31.32,56.49,1355,282,322,80,45,123,175,536,993,180,221,103,37
2023-24,Karl-Anthony Towns,MIN,62,2025.565,1472.0,23.74,0.73,75.61,32.67,51.46,1349,515,189,43,41,177,204,479,951,255,292,136,94
2024-25,Deni Avdija,POR,72,2161.1483333333335,1470.0,20.42,0.68,87.8,30.02,54.91,1219,522,281,71,35,196,171,402,844,290,372,125,110
2024-25,Miles Bridges,CHA,64,2028.735,1457.5,22.77,0.72,78.05,31.7,51.54,1300,481,248,44,45,136,93,469,1089,221,254,141,72
2023-24,Tobias Harris,PHI,70,2367.78,1457.0,20.81,0.62,85.37,33.83,60.16,1204,453,217,70,46,93,115,463,951,187,213,91,80
2023-24,Trae Young,ATL,54,1941.7133333333334,1454.0,26.93,0.75,65.85,35.96,49.33,1389,149,583,72,11,235,109,433,1008,348,407,175,23
2024-25,Julius Randle,MIN,69,2225.5266666666666,1452.5,21.05,0.65,84.15,32.25,56.54,1288,487,323,47,16,196,175,455,939,270,335,108,144
2024-25,De'Aaron Fox,SAS,62,2241.1366666666668,1451.0,23.4,0.65,75.61,36.15,56.94,1459,298,392,91,25,174,164,539,1163,263,318,118,54
2023-24,Franz Wagner,ORL,72,2337.4166666666665,1436.0,19.94,0.61,87.8,32.46,59.39,1421,381,269,76,28,137,168,528,1096,271,319,94,72
2023-24,Donte DiVincenzo,NYK,81,2360.3933333333334,1435.0,17.72,0.61,98.78,29.14,59.97,1259,297,216,107,36,113,166,445,1004,86,114,283,63
2023-24,Collin Sexton,UTA,78,2074.7633333333333,1426.5,18.29,0.69,95.12,26.6,52.71,1458,205,383,62,18,165,154,506,1038,318,370,128,71
2023-24,Daniel Gafford,DAL,74,1814.355,1425.5,19.26,0.79,90.24,24.52,46.1,814,562,115,65,153,74,227,348,480,118,175,0,195
2023-24,Josh Giddey,OKC,80,2011.5583333333334,1419.5,17.74,0.71,97.56,25.14,51.11,986,514,386,52,44,168,111,402,847,100,124,82,111
2024-25,Myles Turner,IND,72,2173.6366666666668,1419.0,19.71,0.65,87.8,30.19,55.22,1120,471,111,54,144,123,183,390,811,184,238,156,90
2024-25,Brook Lopez,MIL,80,2546.07,1418.5,17.73,0.56,97.56,31.83,64.69,1041,401,143,50,148,84,171,394,774,114,138,139,113
2023-24,Jamal Murray,DEN,59,1861.37,1418.0,24.03,0.76,71.95,31.55,47.29,1250,242,384,57,39,125,104,474,986,157,184,145,42
2024-25,Walker Kessler,UTA,58,1740.32,1415.0,24.4,0.81,70.73,30.01,44.22,641,707,97,36,138,86,130,278,419,79,152,6,266
2023-24,Bobby Portis,MIL,82,2008.1666666666667,1407.0,17.16,0.7,100.0,24.49,51.02,1130,607,104,68,34,91,189,466,918,98,124,100,142
2023-24,Kristaps Porziņģis,BOS,57,1689.9483333333333,1405.0,24.65,0.83,69.51,29.65,42.94,1145,409,115,42,111,89,156,388,752,259,302,110,97
2023-24,Devin Vassell,SAS,68,2247.7433333333333,1404.5,20.65,0.62,82.93,33.06,57.11,1323,261,277,73,23,108,74,498,1056,161,201,166,27
2024-25,Franz Wagner,ORL,60,2023.3066666666666,1402.0,23.37,0.69,73.17,33.72,51.41,1449,342,284,75,21,138,147,537,1161,271,311,104,56
2023-24,Brook Lopez,MIL,79,2411.1516666666666,1397.5,17.69,0.58,96.34,30.52,61.26,990,409,127,43,189,79,191,366,755,110,134,148,117
2024-25,Naz Reid,MIN,80,2200.116666666667,1389.0,17.36,0.63,97.56,27.5,55.9,1138,480,181,58,72,108,189,426,923,111,143,175,92
2023-24,Deni Avdija,WAS,75,2256.6433333333334,1387.5,18.5,0.61,91.46,30.09,57.33,1102,540,286,59,36,160,185,406,803,202,273,88,84
2023-24,Jabari Smith Jr.,HOU,76,2423.845,1379.0,18.14,0.57,92.68,31.89,61.58,1044,616,121,52,61,89,200,378,833,150,185,138,139
2023-24,Brandon Ingram,NOP,64,2102.68,1375.5,21.49,0.65,78.05,32.85,53.42,1332,324,363,50,40,163,145,500,1017,246,307,86,43
2023-24,Bogdan Bogdanović,ATL,79,2401.4083333333333,1368.5,17.32,0.57,96.34,30.4,61.01,1333,272,247,96,26,112,179,471,1100,151,164,240,53
2023-24,Aaron Gordon,DEN,73,2296.81,1364.5,18.69,0.59,89.02,31.46,58.35,1013,471,259,56,45,105,142,398,716,177,269,40,174
2023-24,Josh Hart,NYK,81,2706.7716666666665,1361.0,16.8,0.5,98.78,33.42,68.77,761,675,331,75,23,118,171,295,679,91,115,80,128
2024-25,Jaylen Brown,BOS,63,2157.9283333333333,1355.0,21.51,0.63,76.83,34.25,54.83,1398,368,286,73,19,162,154,518,1118,246,322,116,82
2024-25,Chris Paul,SAS,82,2292.1633333333334,1347.0,16.43,0.59,100.0,27.95,58.24,723,296,605,103,22,129,151,249,583,85,92,140,33
2023-24,Cade Cunningham,DET,62,2074.225,1345.5,21.7,0.65,75.61,33.46,52.7,1405,268,464,56,22,212,153,524,1167,238,274,119,33
2023-24,Keegan Murray,SAC,77,2588.5666666666666,1342.0,17.43,0.52,93.9,33.62,65.77,1172,420,129,79,59,64,205,443,975,103,124,183,106
2023-24,Jalen Duren,DET,61,1777.4816666666666,1339.0,21.95,0.75,74.39,29.14,45.16,841,709,147,33,47,129,192,349,564,143,181,0,192
2023-24,Grayson Allen,PHX,75,2513.3,1324.0,17.65,0.53,91.46,33.51,63.85,1014,295,227,69,45,95,157,340,682,129,147,205,48
2023-24,Jaren Jackson Jr.,MEM,66,2124.18,1323.5,20.05,0.62,80.49,32.18,53.97,1486,365,154,80,106,160,235,516,1161,337,417,117,85
2023-24,Klay Thompson,GSW,77,2284.1683333333335,1321.0,17.16,0.58,93.9,29.66,58.03,1375,254,176,50,35,117,127,490,1133,127,137,268,35
2023-24,John Collins,UTA,68,1901.06,1319.0,19.4,0.69,82.93,27.96,48.3,1027,575,77,40,61,98,191,397,746,147,185,86,157
2023-24,Jrue Holiday,BOS,69,2263.278333333333,1315.0,19.06,0.58,84.15,32.8,57.5,860,373,333,61,53,124,108,331,689,60,72,138,84
2023-24,Deandre Ayton,POR,55,1783.4983333333332,1311.0,23.84,0.74,67.07,32.43,45.31,920,609,90,56,42,99,109,427,749,65,79,1,176
2024-25,Jimmy Butler III,GSW,55,1746.135,1311.0,23.84,0.75,67.07,31.75,44.36,964,296,298,77,18,74,52,301,597,330,392,32,125
2024-25,Tyrese Maxey,PHI,52,1960.195,1307.5,25.14,0.67,63.41,37.7,49.8,1369,174,317,91,21,124,116,477,1091,254,289,161,15
2023-24,Mike Conley,MIN,76,2193.4583333333335,1301.0,17.12,0.59,92.68,28.86,55.73,869,218,449,88,17,102,128,294,644,102,112,179,37
2023-24,Isaiah Hartenstein,NYK,75,1896.3483333333334,1298.0,17.31,0.68,91.46,25.28,48.18,582,626,188,87,85,93,210,235,365,111,157,1,244
2023-24,Terry Rozier,MIA,61,2040.3816666666667,1297.5,21.27,0.64,74.39,33.45,51.84,1205,247,342,63,21,106,101,442,998,172,198,149,35
2024-25,Jaden McDaniels,MIN,82,2614.41,1293.5,15.77,0.49,100.0,31.88,66.42,1000,470,163,110,74,95,225,398,834,104,128,100,129
2024-25,Malik Beasley,DET,82,2282.9466666666667,1285.5,15.68,0.56,100.0,27.84,58.0,1336,214,139,73,5,83,125,461,1071,95,140,319,47
2024-25,Kyrie Irving,DAL,50,1803.7966666666666,1284.5,25.69,0.71,60.98,36.08,45.83,1234,240,231,66,23,111,101,447,945,196,214,144,60
2023-24,Ivica Zubac,LAC,68,1794.4483333333333,1281.5,18.85,0.71,82.93,26.39,45.59,794,626,93,22,83,79,180,337,519,120,166,0,196
2024-25,Jordan Poole,WAS,68,2000.8866666666668,1280.0,18.82,0.64,82.93,29.42,50.84,1391,203,303,86,27,204,201,457,1057,242,274,235,31
2024-25,Jakob Poeltl,TOR,57,1685.7483333333332,1280.0,22.46,0.76,69.51,29.57,42.83,824,547,158,66,71,111,176,363,579,97,144,1,189
2024-25,Anfernee Simons,POR,70,2291.8983333333335,1274.0,18.2,0.56,85.37,32.74,58.23,1348,189,337,60,5,143,117,479,1125,175,194,215,25
2024-25,Keegan Murray,SAC,76,2610.173333333333,1266.0,16.66,0.49,92.68,34.34,66.32,942,507,109,61,69,60,186,364,820,60,72,154,146
2023-24,Naz Reid,MIN,81,1963.8283333333334,1261.5,15.57,0.64,98.78,24.24,49.89,1090,423,106,63,73,111,172,406,851,109,148,169,73
2024-25,Jonas Valančiūnas,SAC,81,1523.7633333333333,1258.5,15.54,0.83,98.78,18.81,38.71,843,627,164,37,46,120,181,345,627,145,165,8,190
2023-24,Immanuel Quickley,TOR,68,1985.3366666666666,1253.5,18.43,0.63,82.93,29.2,50.44,1156,259,331,50,10,101,119,388,894,209,245,171,17
2023-24,Dennis Schröder,BKN,80,2485.945,1253.5,15.67,0.5,97.56,31.07,63.16,1122,242,488,63,17,153,164,403,927,178,213,138,39
2024-25,Tobias Harris,DET,73,2305.4133333333334,1249.0,17.11,0.54,89.02,31.58,58.57,1002,432,162,74,57,85,138,384,805,143,166,91,65
2023-24,Jalen Johnson,ATL,56,1888.8666666666666,1249.0,22.3,0.66,68.29,33.73,47.99,896,488,203,67,47,101,133,359,702,107,147,71,74
2024-25,Harrison Barnes,SAS,82,2230.0633333333335,1242.0,15.15,0.56,100.0,27.2,56.66,1011,310,136,39,14,50,75,347,683,161,199,156,97
2023-24,Tyus Jones,WAS,66,1932.6666666666667,1241.5,18.81,0.64,80.49,29.28,49.1,790,179,485,71,18,66,48,326,666,32,40,106,20
2023-24,Tre Jones,SAS,77,2138.18,1239.5,16.1,0.58,93.9,27.77,54.32,771,289,478,78,9,116,92,303,600,101,118,64,58
2024-25,Shaedon Sharpe,POR,72,2252.33,1228.0,17.06,0.55,87.8,31.28,57.22,1335,324,198,62,16,150,120,499,1104,190,242,147,68
2024-25,Tyus Jones,PHX,81,2173.516666666667,1218.5,15.04,0.56,98.78,26.83,55.22,829,196,429,69,8,91,63,306,683,51,57,166,40
2024-25,Toumani Camara,POR,78,2548.0516666666667,1215.5,15.58,0.48,95.12,32.67,64.74,882,450,175,116,50,109,230,328,716,91,126,135,173
