SEASON,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,FANTASY_POINTS,AVG_FANTASY_PPG,FANTASY_POINTS_PER_MIN,PCT_GAMES_PLAYED,AVG_MINUTES,PCT_MINUTES_PLAYED,PTS,REB,AST,STL,BLK,TOV,PF,FGM,FGA,FTM,FTA,FG3M,OREB
2024-25,Joe Ingles,MIN,19,114.08666666666667,18.0,0.95,0.16,23.17,6.0,2.9,15,11,23,2,0,9,12,6,23,0,0,3,2
2024-25,Justin Minaya,POR,19,100.67333333333333,18.0,0.95,0.18,23.17,5.3,2.56,18,10,7,6,1,5,12,8,21,0,2,2,5
2024-25,Luke Travers,CLE,12,87.86,18.0,1.5,0.2,14.63,7.32,2.23,12,20,8,1,1,8,6,5,20,2,2,0,8
2023-24,Jamaree Bouyea,SAS,9,94.9,18.0,2.0,0.19,10.98,10.54,2.41,21,19,11,1,0,9,10,10,28,0,0,1,3
2023-24,Dereon Seabron,NOP,6,55.083333333333336,18.0,3.0,0.33,7.32,9.18,1.4,14,7,5,2,1,0,4,4,13,5,6,1,1
2024-25,David Duke Jr.,SAS,6,33.71666666666667,18.0,3.0,0.53,7.32,5.62,0.86,16,5,4,1,0,2,1,6,14,1,2,3,1
2024-25,Jahmir Young,CHI,6,29.666666666666668,17.5,2.92,0.59,7.32,4.94,0.75,11,3,6,0,0,1,2,4,5,2,2,1,1
2023-24,Jerome Robinson,GSW,22,80.71666666666667,17.5,0.8,0.22,26.83,3.67,2.05,31,6,5,1,3,2,5,11,33,7,11,2,1
2024-25,Isaiah Crawford,SAC,15,45.666666666666664,17.0,1.13,0.37,18.29,3.04,1.16,13,8,1,1,2,1,2,5,11,2,4,1,1
2024-25,Harrison Ingram,SAS,5,34.75,16.5,3.3,0.47,6.1,6.95,0.88,4,9,3,3,0,1,2,2,4,0,0,0,2
2023-24,D.J. Wilson,PHI,2,15.466666666666667,16.5,8.25,1.07,2.44,7.73,0.39,10,2,2,0,2,0,1,4,6,0,0,2,1
2024-25,Emanuel Miller,CHI,6,24.733333333333334,16.5,2.75,0.67,7.32,4.12,0.63,10,8,2,1,0,0,3,4,8,2,2,0,4
2023-24,Greg Brown III,DAL,6,39.74333333333333,16.5,2.75,0.42,7.32,6.62,1.01,15,9,4,0,4,4,5,5,11,4,9,1,3
2023-24,Robin Lopez,MIL,16,64.73,15.5,0.97,0.24,19.51,4.05,1.64,18,5,4,1,3,2,7,7,19,2,2,2,3
2024-25,Miles Norris,BOS,3,34.916666666666664,15.5,5.17,0.44,3.66,11.64,0.89,7,9,0,2,1,0,0,2,9,1,2,2,2
2023-24,Drew Peterson,BOS,3,22.683333333333334,15.0,5.0,0.66,3.66,7.56,0.58,11,1,1,2,0,1,1,4,6,0,0,3,0
2024-25,Tolu Smith,DET,1,22.35,15.0,15.0,0.67,1.22,22.35,0.57,14,8,0,0,0,2,3,6,9,2,3,0,4
2023-24,Alex Fudge,DAL,6,40.21666666666667,14.5,2.42,0.36,7.32,6.7,1.02,15,5,0,3,0,2,2,6,15,2,2,1,4
2023-24,Mamadi Diakite,NYK,6,24.435,14.5,2.42,0.59,7.32,4.07,0.62,12,4,2,1,1,1,2,4,6,4,6,0,1
2023-24,TyTy Washington Jr.,MIL,11,55.92166666666667,14.0,1.27,0.25,13.41,5.08,1.42,14,5,5,3,0,2,1,6,20,0,0,2,1
2023-24,Jordan Ford,SAC,6,21.816666666666666,14.0,2.33,0.64,7.32,3.64,0.55,12,2,2,0,0,1,0,4,7,2,2,2,0
2024-25,Jazian Gortman,DAL,16,56.61666666666667,14.0,0.88,0.25,19.51,3.54,1.44,24,5,6,2,1,5,9,9,23,2,4,4,1
2023-24,Jordan Miller,LAC,8,28.191666666666666,13.5,1.69,0.48,9.76,3.52,0.72,13,5,0,0,0,1,2,5,9,2,2,1,3
2024-25,Armel Traoré,LAL,9,66.66666666666667,13.0,1.44,0.19,10.98,7.41,1.69,14,15,1,4,2,3,6,6,19,2,7,0,2
2023-24,Hunter Tyson,DEN,18,47.97666666666667,13.0,0.72,0.27,21.95,2.67,1.22,20,9,2,1,0,2,10,8,20,0,0,4,1
2024-25,Adama Sanogo,CHI,4,21.498333333333335,12.5,3.12,0.58,4.88,5.37,0.55,8,6,1,0,0,1,1,4,7,0,0,0,5
2024-25,P.J. Tucker,NYK,3,57.86833333333333,12.0,4.0,0.21,3.66,19.29,1.47,9,8,0,1,1,1,8,3,7,0,0,3,4
2023-24,Kendall Brown,IND,15,62.50833333333333,11.5,0.77,0.18,18.29,4.17,1.59,21,5,5,0,0,2,9,8,15,5,8,0,3
2023-24,D.J. Carton,TOR,4,35.53333333333333,11.5,2.88,0.32,4.88,8.88,0.9,11,4,3,1,0,1,3,3,8,4,5,1,2
2023-24,Jack White,MEM,4,63.64833333333333,11.5,2.88,0.18,4.88,15.91,1.62,6,12,1,4,1,2,3,2,16,0,0,2,4
2023-24,Henri Drell,CHI,4,29.916666666666668,11.0,2.75,0.37,4.88,7.48,0.76,11,4,4,2,1,2,6,4,10,1,2,2,1
2024-25,Jack McVeigh,HOU,9,43.25,11.0,1.22,0.25,10.98,4.81,1.1,14,5,1,0,2,2,3,5,17,0,0,4,2
2024-25,PJ Dozier,MIN,9,34.916666666666664,11.0,1.22,0.32,10.98,3.88,0.89,7,5,5,1,0,1,3,2,3,1,6,2,1
2024-25,Isaiah Mobley,PHI,1,17.366666666666667,10.5,10.5,0.6,1.22,17.37,0.44,6,4,5,1,1,0,3,2,7,1,2,1,1
2024-25,Tazé Moore,POR,2,19.85,10.0,5.0,0.5,2.44,9.93,0.5,6,8,1,2,0,2,0,2,10,1,2,1,4
2023-24,Pat Spencer,GSW,6,25.65,10.0,1.67,0.39,7.32,4.27,0.65,4,4,5,0,0,1,1,2,4,0,0,0,2
2023-24,Keyontae Johnson,OKC,9,66.2,9.5,1.06,0.14,10.98,7.36,1.68,11,10,4,1,0,4,5,5,16,0,0,1,4
2023-24,DaQuan Jeffries,NYK,17,45.975,9.5,0.56,0.21,20.73,2.7,1.17,14,5,5,0,1,3,2,6,17,0,2,2,0
2023-24,D'Moi Hodge,LAL,7,41.24333333333333,9.0,1.29,0.22,8.54,5.89,1.05,14,0,5,1,1,1,4,5,15,1,2,3,0
2023-24,Mason Jones,SAC,5,27.683333333333334,9.0,1.8,0.33,6.1,5.54,0.7,7,5,5,1,0,2,3,2,8,1,2,2,1
2023-24,Juan Toscano-Anderson,SAC,11,52.663333333333334,9.0,0.82,0.17,13.41,4.79,1.34,7,14,4,1,1,2,11,3,12,0,0,1,4
2023-24,James Johnson,IND,9,47.195,8.5,0.94,0.18,10.98,5.24,1.2,8,4,8,5,1,5,9,3,10,2,2,0,1
2023-24,Usman Garuba,GSW,6,17.783333333333335,8.5,1.42,0.48,7.32,2.96,0.45,3,7,1,1,3,2,2,1,6,1,2,0,3
2023-24,Jalen Slawson,SAC,12,36.975,8.5,0.71,0.23,14.63,3.08,0.94,8,7,2,1,1,2,8,4,6,0,0,0,1
2024-25,Ron Harper Jr.,DET,1,17.0,8.0,8.0,0.47,1.22,17.0,0.43,4,7,2,0,0,0,0,1,8,2,2,0,4
2024-25,Kevin McCullar Jr.,NYK,4,29.166666666666668,8.0,2.0,0.27,4.88,7.29,0.74,6,8,2,1,1,0,6,2,7,2,2,0,0
2024-25,Skal Labissiere,SAC,4,11.96,7.5,1.88,0.63,4.88,2.99,0.3,5,3,1,0,0,0,1,2,4,0,0,1,1
2024-25,Ulrich Chomche,TOR,7,32.175,7.5,1.07,0.23,8.54,4.6,0.82,5,8,2,0,1,2,5,2,5,1,2,0,4
2023-24,Quenton Jackson,IND,3,10.533333333333333,7.5,2.5,0.71,3.66,3.51,0.27,2,4,2,1,0,0,1,0,1,2,2,0,0
2023-24,Markquis Nowell,TOR,1,3.5166666666666666,7.5,7.5,2.13,1.22,3.52,0.09,2,2,2,1,0,0,0,0,1,2,2,0,2
2024-25,Alondes Williams,DET,1,3.716666666666667,7.0,7.0,1.88,1.22,3.72,0.09,5,0,1,0,0,0,0,2,2,0,0,1,0
2023-24,E.J. Liddell,NOP,8,23.083333333333332,7.0,0.88,0.3,9.76,2.89,0.59,4,5,1,2,2,2,2,1,6,2,2,0,0
2023-24,Dariq Whitehead,BKN,2,23.983333333333334,6.5,3.25,0.27,2.44,11.99,0.61,3,4,3,0,1,0,0,1,5,1,2,0,0
2024-25,Liam Robbins,MIL,13,56.96666666666667,6.5,0.5,0.11,15.85,4.38,1.45,9,12,2,2,2,6,9,2,8,5,10,0,7
2024-25,Yuri Collins,GSW,2,16.3,6.0,3.0,0.37,2.44,8.15,0.41,2,3,4,2,0,0,5,1,3,0,0,0,2
2023-24,Hamidou Diallo,WAS,2,4.75,6.0,3.0,1.26,2.44,2.38,0.12,2,2,1,2,0,1,1,1,2,0,0,0,2
2023-24,Isaiah Thomas,PHX,6,19.383333333333333,6.0,1.0,0.31,7.32,3.23,0.49,8,0,3,0,0,0,0,3,10,0,0,2,0
2024-25,Jalen Bridges,PHX,8,30.373333333333335,5.0,0.62,0.16,9.76,3.8,0.77,9,4,0,0,0,4,0,2,7,3,4,2,0
2024-25,James Wiseman,IND,1,4.633333333333334,5.0,5.0,1.08,1.22,4.63,0.12,6,1,0,0,0,0,0,2,4,2,2,0,0
2024-25,Anton Watson,NYK,9,22.166666666666668,5.0,0.56,0.23,10.98,2.46,0.56,8,3,2,1,0,2,3,4,9,0,0,0,1
2023-24,Timmy Allen,MEM,5,125.45166666666667,5.0,1.0,0.04,6.1,25.09,3.19,13,17,5,4,0,2,18,6,23,1,2,0,4
2023-24,Shaquille Harrison,MEM,3,5.966666666666667,4.5,1.5,0.75,3.66,1.99,0.15,2,2,0,0,1,0,0,1,2,0,0,0,0
2023-24,R.J. Hampton,MIA,8,76.02166666666666,4.0,0.5,0.05,9.76,9.5,1.93,10,6,8,0,0,3,8,4,14,1,2,1,2
2024-25,James Johnson,IND,12,36.61666666666667,4.0,0.33,0.11,14.63,3.05,0.93,8,6,4,0,2,4,5,4,11,0,1,0,0
2024-25,Phillip Wheeler,PHI,5,44.39666666666667,3.5,0.7,0.08,6.1,8.88,1.13,8,8,2,1,2,1,1,3,21,2,2,0,2
2023-24,Ty Jerome,CLE,2,14.816666666666666,3.5,1.75,0.24,2.44,7.41,0.38,4,1,3,0,0,1,2,2,4,0,0,0,1
2023-24,Seth Lundy,ATL,9,51.983333333333334,3.5,0.39,0.07,10.98,5.78,1.32,14,7,0,0,0,1,6,4,17,3,4,3,1
2023-24,Frank Ntilikina,CHA,5,42.9,3.5,0.7,0.08,6.1,8.58,1.09,5,6,4,0,0,1,4,1,9,2,2,1,1
2024-25,Trentyn Flowers,LAC,6,26.515,3.5,0.58,0.13,7.32,4.42,0.67,11,4,0,0,0,1,4,4,11,3,3,0,1
2023-24,Izaiah Brockington,NOP,1,3.3833333333333333,3.5,3.5,1.03,1.22,3.38,0.09,4,2,0,0,0,0,0,2,5,0,0,0,1
2024-25,Terry Taylor,SAC,3,6.333333333333333,2.5,0.83,0.39,3.66,2.11,0.16,0,1,2,0,0,0,0,0,1,0,0,0,1
2024-25,Bryce McGowens,POR,13,32.016666666666666,2.5,0.19,0.08,15.85,2.46,0.81,13,3,2,1,0,4,3,4,14,5,6,0,2
2024-25,Jalen McDaniels,WAS,4,7.335,2.5,0.62,0.34,4.88,1.83,0.19,0,0,1,1,0,0,0,0,0,0,0,0,0
2023-24,Ryan Arcidiacono,NYK,20,45.155,2.0,0.1,0.04,24.39,2.26,1.15,0,8,4,2,0,2,5,0,6,0,0,0,0
2023-24,Adam Flagler,OKC,2,14.016666666666667,2.0,1.0,0.14,2.44,7.01,0.36,3,0,4,0,0,0,0,1,7,0,0,1,0
2024-25,Jahlil Okafor,IND,1,3.3666666666666667,2.0,2.0,0.59,1.22,3.37,0.09,0,1,1,0,0,0,0,0,0,0,0,0,0
2024-25,D.J. Carton,TOR,4,33.38666666666666,2.0,0.5,0.06,4.88,8.35,0.85,3,4,3,2,0,4,1,1,7,1,1,0,0
2023-24,Kevon Harris,ORL,2,6.05,2.0,1.0,0.33,2.44,3.02,0.15,4,2,1,0,0,1,3,2,3,0,0,0,0
2024-25,Isaiah Stevens,MIA,3,5.55,1.5,0.5,0.27,3.66,1.85,0.14,0,2,0,1,0,0,0,0,2,0,0,0,0
2023-24,Danny Green,PHI,2,18.45,1.5,0.75,0.08,2.44,9.22,0.47,0,2,1,1,0,0,1,0,2,0,0,0,0
2024-25,Daniss Jenkins,DET,7,22.748333333333335,1.0,0.14,0.04,8.54,3.25,0.58,7,2,3,0,0,1,2,3,10,0,2,1,0
2023-24,Lindell Wigginton,MIL,3,7.63,1.0,0.33,0.13,3.66,2.54,0.19,6,0,0,0,0,1,1,2,5,2,2,0,0
2024-25,Daishen Nix,MIN,3,13.233333333333333,1.0,0.33,0.08,3.66,4.41,0.34,1,4,3,0,0,4,1,0,1,1,2,0,0
2023-24,Filip Petrusev,SAC,3,9.31,1.0,0.33,0.11,3.66,3.1,0.24,3,1,0,0,0,0,1,1,2,1,2,0,0
2024-25,Riley Minix,SAS,1,6.75,1.0,1.0,0.15,1.22,6.75,0.17,0,2,0,0,0,0,0,0,1,0,0,0,0
2023-24,Jalen Hood-Schifino,LAL,21,108.98333333333333,0.5,0.02,0.0,25.61,5.19,2.77,34,13,8,3,2,9,13,10,45,12,20,2,2
2024-25,Braxton Key,GSW,3,10.825,0.5,0.17,0.05,3.66,3.61,0.28,3,2,0,2,0,1,0,0,4,3,6,0,1
2023-24,Malcolm Cazalon,DET,1,2.5833333333333335,0.0,0.0,0.0,1.22,2.58,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-25,Quincy Olivari,LAL,2,10.3,0.0,0.0,0.0,2.44,5.15,0.26,3,0,1,0,0,1,0,1,5,0,0,1,0
2023-24,Justin Jackson,MIN,2,0.7,0.0,0.0,0.0,2.44,0.35,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-24,Isaiah Wong,IND,1,4.283333333333333,0.0,0.0,0.0,1.22,4.28,0.11,2,0,0,0,0,0,0,1,3,0,0,0,0
2023-24,Javonte Smart,PHI,1,0.6666666666666666,0.0,0.0,0.0,1.22,0.67,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-25,Terence Davis,SAC,1,7.883333333333334,0.0,0.0,0.0,1.22,7.88,0.2,0,1,1,0,0,0,0,0,2,0,0,0,0
2024-25,Mac McClung,ORL,2,10.233333333333333,0.0,0.0,0.0,2.44,5.12,0.26,0,1,3,0,0,0,2,0,2,0,0,0,0
2024-25,Zyon Pullin,MEM,3,2.6016666666666666,-1.0,-0.33,-0.38,3.66,0.87,0.07,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-24,Ron Harper Jr.,TOR,1,3.65,-1.0,-1.0,-0.27,1.22,3.65,0.09,0,0,1,0,0,0,2,0,0,0,0,0,0
2024-25,Jesse Edwards,MIN,2,4.666666666666667,-1.0,-0.5,-0.21,2.44,2.33,0.12,0,0,1,0,0,0,2,0,0,0,0,0,0
2023-24,Jalen Crutcher,NOP,1,2.65,-1.0,-1.0,-0.38,1.22,2.65,0.07,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-24,Andrew Funk,CHI,5,13.4,-1.0,-0.2,-0.07,6.1,2.68,0.34,0,0,0,1,1,0,0,0,4,0,0,0,0
2023-24,Joshua Primo,LAC,2,10.266666666666667,-1.0,-0.5,-0.1,2.44,5.13,0.26,2,1,0,0,1,4,0,1,3,0,0,0,1
2023-24,Dmytro Skapintsev,NYK,2,2.1333333333333333,-1.0,-0.5,-0.47,2.44,1.07,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-24,Charlie Brown Jr.,NYK,8,37.28333333333333,-1.5,-0.19,-0.04,9.76,4.66,0.95,6,2,0,0,2,2,5,2,10,0,0,2,1
2024-25,Tristen Newton,MIN,8,16.145,-1.5,-0.19,-0.09,9.76,2.02,0.41,3,4,2,1,0,2,4,1,8,1,1,0,2
2023-24,Pete Nance,CLE,8,27.35,-1.5,-0.19,-0.05,9.76,3.42,0.69,3,3,0,1,0,1,2,1,6,0,2,1,0
2024-25,Cui Yongxi,BKN,5,10.318333333333333,-2.0,-0.4,-0.19,6.1,2.06,0.26,3,2,0,0,0,0,0,1,7,1,2,0,0
2023-24,Alondes Williams,MIA,7,15.595,-2.5,-0.36,-0.16,8.54,2.23,0.4,5,1,0,0,1,2,2,2,8,1,1,0,0
2024-25,Malevy Leons,OKC,6,20.966666666666665,-2.5,-0.42,-0.12,7.32,3.49,0.53,2,3,1,0,0,1,4,0,2,2,4,0,1
2023-24,Kaiser Gates,NOP,1,7.433333333333334,-3.0,-3.0,-0.4,1.22,7.43,0.19,0,1,0,0,0,0,0,0,4,0,0,0,0
2023-24,Maxwell Lewis,LAL,34,102.825,-5.5,-0.16,-0.05,41.46,3.02,2.61,11,4,6,2,1,10,5,4,21,2,3,1,2
