PLAYER_NAME,TEAM_ABBREVIATION,FANTASY_RANK_SCORE,FANTASY_RANK_PERCENTILE,FANTASY_POINTS_PER_MIN,PCT_MINUTES_PLAYED,GP,AVG_MINUTES,FANTASY_POINTS,AVG_FANTASY_PPG
RJ Barrett,TOR,0.5360916146059164,77.77777777777779,0.615,47.09,116,31.955,2288.0,19.724999999999998
Dyson Daniels,NOP,0.5358490138087112,77.57201646090535,0.5476642335766423,51.606131386861314,137,28.68284671532847,2209.0,16.124014598540143
Jakob Poeltl,TOR,0.5355274080992692,77.36625514403292,0.7413084112149532,38.47485981308411,107,28.07934579439252,2226.5,20.81046728971963
Trey Murphy III,NOP,0.5351998638001266,77.1604938271605,0.6448181818181818,44.94918181818182,110,32.22290909090909,2281.5,20.744999999999997
Jaden McDaniels,MIN,0.5345501527691806,76.95473251028807,0.41519480519480517,60.374805194805205,154,30.645714285714284,1998.0,12.969480519480518
Keldon Johnson,SAS,0.5338754357573537,76.74897119341564,0.5805479452054794,49.10554794520548,146,26.549657534246574,2260.5,15.482739726027395
Grayson Allen,PHX,0.5337913505331034,76.5432098765432,0.53,52.50956834532374,139,29.18654676258993,2149.5,15.46294964028777
Deandre Ayton,POR,0.531469141917082,76.33744855967079,0.7231578947368421,39.12894736842105,95,31.46578947368421,2150.0,22.635789473684213
P.J. Washington,DAL,0.5307935468358955,76.13168724279835,0.5294615384615383,52.12307692307692,130,31.196076923076927,2151.5,16.550923076923077
Buddy Hield,GSW,0.5290050200042353,75.92592592592592,0.5401204819277108,51.15048192771084,166,24.23301204819277,2162.0,13.02710843373494
Mike Conley,MIN,0.5287796179860061,75.7201646090535,0.5513605442176871,50.359115646258495,147,26.865238095238094,2190.5,14.903061224489797
Saddiq Bey,ATL,0.5280822759113887,75.51440329218107,0.52,52.38,63,32.72,1073.5,17.04
Russell Westbrook,LAC,0.5254723826089638,75.30864197530865,0.6037762237762238,46.35048951048951,143,25.322657342657344,2173.5,15.20041958041958
Norman Powell,LAC,0.5215631907583798,75.1028806584362,0.5385294117647059,50.20823529411764,136,29.031176470588235,2150.0,15.809411764705882
Zach Edey,MEM,0.5171435719272593,74.8971193415638,0.74,35.97,66,21.45,1049.5,15.900000000000002
Obi Toppin,IND,0.5164945337075283,74.69135802469135,0.6545341614906833,41.653975155279504,161,20.33944099378882,2133.5,13.250372670807453
Brandon Miller,CHA,0.5163229591117628,74.48559670781893,0.5213861386138614,50.627524752475246,101,32.73732673267327,1725.0,17.080396039603958
Keyonte George,UTA,0.5154348342812775,74.2798353909465,0.4930281690140845,52.418591549295776,142,29.093239436619715,2045.5,14.403028169014085
Brandin Podziemski,GSW,0.513498713441995,74.07407407407408,0.5685507246376812,47.04188405797101,138,26.702028985507248,2099.0,15.21
Santi Aldama,MEM,0.5130879511734854,73.86831275720165,0.6473809523809523,41.6568253968254,126,26.014126984126985,2112.0,16.762063492063493
Guerschon Yabusele,PHI,0.5123964570135895,73.66255144032921,0.55,48.14,70,27.07,1035.0,14.79
Spencer Dinwiddie,LAL,0.5119408702678613,73.4567901234568,0.4552903225806451,54.47593548387097,155,27.667612903225805,1955.0,12.613290322580644
Toumani Camara,POR,0.511777316608756,73.25102880658436,0.4468918918918919,55.0204054054054,148,28.971351351351352,1925.5,13.007027027027027
Bogdan Bogdanović,LAC,0.5108770588372318,73.04526748971193,0.5172180451127819,50.140977443609025,133,28.19127819548872,1960.5,14.737744360902255
Immanuel Quickley,TOR,0.5104707947835385,72.8395061728395,0.6430693069306931,41.5790099009901,101,28.745841584158416,1869.0,18.501881188118812
Andrew Wiggins,GSW,0.508161930728335,72.63374485596708,0.5449618320610687,47.88312977099237,131,28.721755725190842,2061.0,15.73702290076336
Kelly Oubre Jr.,PHI,0.5074675449345978,72.42798353909465,0.4753125,52.491875,128,32.2971875,1980.5,15.4690625
Alex Sarr,WAS,0.5074450600476871,72.22222222222221,0.57,46.09,67,27.08,1034.5,15.44
Kentavious Caldwell-Pope,ORL,0.5062793223521928,72.0164609053498,0.3698692810457517,59.44980392156862,153,30.593464052287583,1718.5,11.228692810457515
Cameron Johnson,BKN,0.5056127385561195,71.81069958847736,0.6095652173913044,43.15782608695652,115,29.552608695652175,2093.5,18.201217391304347
Caris LeVert,ATL,0.5017695372613391,71.60493827160494,0.57,45.28939393939394,132,26.928484848484853,2027.0,15.355454545454544
Jeremy Sochan,SAS,0.5013959697848284,71.39917695473251,0.54640625,46.831093749999994,128,27.792187500000004,1926.0,15.0471875
Tim Hardaway Jr.,DET,0.5011322087369121,71.19341563786008,0.4357051282051282,54.27474358974359,156,27.392820512820517,1867.5,11.970833333333333
Andre Drummond,PHI,0.5007565840703281,70.98765432098766,0.8059663865546218,29.200588235294116,119,17.661344537815125,1679.0,14.11109243697479
Luguentz Dort,OKC,0.5006683990345314,70.78189300411523,0.42419999999999997,54.9868,150,28.79446666666667,1840.5,12.271199999999999
Draymond Green,GSW,0.5004681085131133,70.57613168724279,0.5747154471544715,44.78715447154471,123,28.239918699186994,1987.5,16.15780487804878
Al Horford,BOS,0.4996842311497108,70.37037037037037,0.5964,43.2112,125,27.1876,2014.0,16.113599999999998
Ty Jerome,CLE,0.49941537099985644,70.16460905349794,0.726111111111111,34.40777777777779,72,19.543333333333333,1037.0,14.398611111111112
Kel'el Ware,MIA,0.49918646615575313,69.95884773662551,0.7,36.14,64,22.23,990.0,15.47
Ja Morant,MEM,0.49872427783385587,69.75308641975309,0.7315254237288135,33.944406779661016,59,31.13508474576271,1339.5,22.70305084745763
Dillon Brooks,HOU,0.4986413233698453,69.54732510288066,0.3655102040816327,58.66693877551021,147,31.394285714285715,1702.0,11.580612244897958
T.J. McConnell,IND,0.4978783070799927,69.34156378600824,0.7220666666666666,34.46426666666666,150,18.043066666666668,1950.0,12.999266666666665
Cam Thomas,BKN,0.49611655155625534,69.1358024691358,0.581978021978022,43.682527472527475,91,31.3878021978022,1661.5,18.25912087912088
Royce O'Neale,PHX,0.49573455590099114,68.93004115226337,0.5143506493506494,48.1987012987013,154,24.61824675324675,1958.5,12.715454545454545
Terry Rozier,MIA,0.4949895480437709,68.72427983539094,0.5324800000000001,46.868480000000005,125,29.589520000000004,2017.0,16.13464
Rui Hachimura,LAL,0.49497976714405867,68.51851851851852,0.5321259842519686,46.89102362204724,127,29.093858267716534,1967.0,15.487716535433071
Mark Williams,CHA,0.49447856406484203,68.3127572016461,0.8598412698412699,24.674285714285716,63,26.655238095238094,1439.0,22.843174603174603
Shaedon Sharpe,POR,0.494437260027917,68.10699588477365,0.5161538461538462,47.893846153846155,104,31.836923076923078,1694.0,16.290769230769232
Bradley Beal,PHX,0.49312521338084536,67.90123456790124,0.5700000000000001,44.07,106,32.725,1977.5,18.655
LaMelo Ball,CHA,0.4921317027414439,67.6954732510288,0.7495652173913043,31.79536231884058,69,32.11202898550724,1657.5,24.019565217391303
Bennedict Mathurin,IND,0.49002385873556137,67.48971193415639,0.5109923664122137,47.62007633587787,131,28.1475572519084,1879.5,14.349618320610686
Tre Jones,CHI,0.489308387962893,67.28395061728395,0.583739837398374,42.603089430894315,123,24.740731707317074,1770.5,14.394634146341463
Jonathan Kuminga,GSW,0.48428214746354126,67.07818930041152,0.5883471074380165,41.582727272727276,121,25.56314049586777,1822.0,15.055867768595043
Nick Richards,PHX,0.48383960582043906,66.8724279835391,0.6283870967741936,38.814516129032256,124,24.314758064516127,1885.5,15.206129032258065
Donovan Clingan,POR,0.4813929933172518,66.66666666666666,0.7,33.63,67,19.76,921.5,13.75
Max Strus,CLE,0.48115150086549063,66.46090534979425,0.5066666666666666,46.660833333333336,120,29.264999999999997,1759.0,14.658333333333333
Ayo Dosunmu,CHI,0.4792964113584568,66.2551440329218,0.47754098360655733,48.36737704918033,122,29.558688524590163,1718.5,14.086229508196721
Nickeil Alexander-Walker,MIN,0.47809633385665307,66.0493827160494,0.44,50.73500000000001,164,24.355,1744.5,10.635
Jaden Ivey,DET,0.47766671501817604,65.84362139917695,0.495233644859813,46.94186915887851,107,29.11682242990654,1535.5,14.353644859813084
Gary Trent Jr.,MIL,0.47765113577818374,65.63786008230453,0.4595862068965517,49.34862068965517,145,26.809241379310347,1780.0,12.272344827586206
Taurean Prince,LAL,0.47710712789017634,65.4320987654321,0.38518987341772154,54.29936708860759,158,27.045316455696202,1644.5,10.40493670886076
Jaylen Wells,MEM,0.47691571727462556,65.22633744855966,0.42,51.92,79,25.87,857.5,10.85
Jalen Smith,CHI,0.47653002654127447,65.02057613168725,0.81024,25.49432,125,16.074559999999998,1626.5,13.01248
Herbert Jones,NOP,0.4753600158818395,64.81481481481481,0.44333333333333336,50.123749999999994,96,30.9375,1321.5,13.762083333333335
Zaccharie Risacher,ATL,0.47436646170602936,64.60905349794238,0.49,46.83,75,24.58,894.5,11.93
Kyle Filipowski,UTA,0.47393578621460375,64.40329218106996,0.61,38.66,72,21.13,927.0,12.88
Corey Kispert,WAS,0.47353554949578425,64.19753086419753,0.4797163120567376,47.4077304964539,141,26.01737588652482,1750.0,12.41212765957447
De'Andre Hunter,ATL,0.471609083005372,63.991769547325106,0.5334710743801653,43.503388429752064,121,28.273471074380165,1830.0,15.12603305785124
Kelly Olynyk,NOP,0.4669374584472388,63.78600823045267,0.6239344262295082,36.731147540983606,122,21.72049180327869,1659.0,13.59655737704918
Alex Caruso,OKC,0.46639638778736037,63.580246913580254,0.5616,40.867200000000004,125,24.64896,1703.5,13.62744
Wendell Carter Jr.,ORL,0.4643660740834642,63.37448559670782,0.5602439024390243,40.67243902439024,123,25.730325203252033,1770.5,14.393983739837399
Jalen Suggs,ORL,0.46414713272399594,63.16872427983539,0.5227272727272727,43.17681818181818,110,27.514999999999997,1584.0,14.398636363636363
Jaime Jaquez Jr.,MIA,0.4634772032949419,62.96296296296296,0.49680851063829795,44.83382978723404,141,24.69276595744681,1709.0,12.121489361702128
Duncan Robinson,MIA,0.46225889816026616,62.757201646090536,0.4647887323943662,46.82577464788732,142,25.992816901408446,1716.5,12.090281690140845
Moritz Wagner,ORL,0.46165004818072924,62.55144032921811,0.7118181818181818,30.046363636363637,110,17.98818181818182,1415.5,12.866363636363635
Kevin Porter Jr.,MIL,0.4571947421901419,62.34567901234568,0.59,37.65,75,19.76,869.0,11.59
Aaron Wiggins,OKC,0.4571489569883059,62.139917695473244,0.5896103896103897,37.66987012987013,154,19.298181818181817,1764.0,11.455974025974024
Sam Hauser,BOS,0.45600203020262475,61.934156378600825,0.5258,41.82020000000001,150,21.878533333333333,1737.0,11.576600000000001
Scotty Pippen Jr.,MEM,0.4534663276861136,61.72839506172839,0.5979,36.5902,100,22.0959,1318.0,13.1778
Derrick Jones Jr.,DAL,0.4525949822159898,61.52263374485597,0.45006535947712417,46.45751633986928,153,23.897843137254903,1643.5,10.7381045751634
Trayce Jackson-Davis,GSW,0.4523467495295176,61.31687242798354,0.7413846153846153,26.736,130,16.128769230769233,1559.5,11.996307692307692
Naji Marshall,NOP,0.45157805314164157,61.111111111111114,0.5355555555555557,40.53688888888889,135,23.52733333333333,1707.5,12.649555555555557
Luke Kornet,BOS,0.4514594204727162,60.90534979423868,0.6892647058823529,30.132941176470588,136,17.23639705882353,1612.5,11.858382352941177
Julian Champagnie,SAS,0.4514442777663441,60.69958847736625,0.4915384615384616,43.4925641025641,156,21.795384615384616,1694.5,10.861025641025641
Goga Bitadze,ORL,0.44925556587188353,60.49382716049383,0.6765151515151516,30.683636363636364,132,18.080909090909092,1631.5,12.360909090909091
Aaron Nesmith,IND,0.44744891306124096,60.288065843621396,0.5030769230769231,42.14923076923077,117,26.630769230769232,1556.0,13.29846153846154
Cole Anthony,ORL,0.4465329571544655,60.08230452674898,0.5409459459459459,39.460945945945944,148,20.620135135135136,1644.0,11.107297297297299
Cason Wallace,OKC,0.4430224260109271,59.876543209876544,0.45,45.111599999999996,150,23.7852,1598.5,10.6552
Isaiah Joe,OKC,0.4428535045200207,59.67078189300411,0.5448684210526317,38.676842105263155,152,20.05842105263158,1655.0,10.889605263157893
Tari Eason,HOU,0.4420370366660357,59.465020576131685,0.68,29.42987341772152,79,24.056708860759493,1292.5,16.360759493670887
Jerami Grant,POR,0.44096924940328897,59.25925925925925,0.4788118811881188,42.874950495049504,101,33.205940594059406,1599.5,15.837821782178219
Dorian Finney-Smith,LAL,0.4401615431841115,59.053497942386834,0.40519083969465647,47.73610687022901,131,28.651984732824427,1528.0,11.663053435114504
Grant Williams,CHA,0.44005049198876467,58.8477366255144,0.418695652173913,46.80782608695653,92,28.35391304347826,1090.0,11.85086956521739
Khris Middleton,WAS,0.43734331041449337,58.64197530864198,0.643913043478261,31.206413043478257,92,25.33076086956522,1502.0,16.33032608695652
Dereck Lively II,DAL,0.43731195962529035,58.43621399176955,0.6876923076923077,28.243516483516483,91,23.37175824175824,1459.0,16.033406593406593
Quentin Grimes,DET,0.4371614465337196,58.230452674897116,0.49880952380952376,40.98642857142857,126,24.111904761904764,1566.0,12.43047619047619
Keon Johnson,BKN,0.43673823559346103,58.0246913580247,0.42238095238095236,46.09154761904762,84,23.650357142857143,832.0,9.90392857142857
Georges Niang,CLE,0.43612146777334326,57.818930041152264,0.4394409937888199,44.851677018633545,161,21.912919254658384,1545.5,9.602546583850932
Isaiah Collier,UTA,0.43533307564152657,57.61316872427984,0.41,46.73,71,25.9,750.0,10.56
Paul Reed,DET,0.43518896495729265,57.407407407407405,0.6570866141732283,30.01228346456693,127,15.957165354330709,1325.0,10.42984251968504
Day'Ron Sharpe,BKN,0.4343329721939632,57.20164609053497,0.7554954954954954,23.24135135135135,111,16.468378378378375,1382.5,12.452972972972972
Precious Achiuwa,NYK,0.43402217287868755,56.99588477366255,0.5625954198473282,36.23312977099236,131,21.32213740458015,1566.5,11.957709923664122
