PLAYER_NAME,TEAM_ABBREVIATION,FANTASY_RANK_SCORE,FANTASY_RANK_PERCENTILE,FANTASY_POINTS_PER_MIN,PCT_MINUTES_PLAYED,GP,AVG_MINUTES,FANTASY_POINTS,AVG_FANTASY_PPG
Franz Wagner,ORL,0.6125978037371504,87.86008230452676,0.6463636363636364,55.762727272727275,132,33.03272727272727,2838.0,21.49909090909091
Zion Williamson,NOP,0.6097029424479943,87.65432098765432,0.7879999999999999,45.783,100,30.645,2415.5,24.155
Tobias Harris,DET,0.6058222952763912,87.44855967078189,0.5791608391608392,59.348321678321675,143,32.6813986013986,2706.0,18.92118881118881
Darius Garland,CLE,0.6054152726149785,87.24279835390946,0.6565909090909091,54.058409090909095,132,31.828636363636363,2725.0,20.645000000000003
Jimmy Butler III,GSW,0.604225940472638,87.03703703703704,0.7395652173913043,48.28347826086957,115,32.939565217391305,2797.5,24.330434782608695
Zach LaVine,CHI,0.6017427310298263,86.83127572016461,0.6347474747474747,55.01646464646465,99,35.094242424242424,2217.5,22.40060606060606
Jonas Valančiūnas,SAC,0.601562924404715,86.62551440329219,0.7998159509202454,43.83625766871165,163,21.154294478527603,2746.0,16.8479754601227
Paul George,PHI,0.5994341017194463,86.41975308641975,0.6600869565217391,52.9784347826087,115,33.35365217391304,2534.0,22.03617391304348
Desmond Bane,MEM,0.5923736558687466,86.21399176954732,0.7086486486486486,48.70081081081081,111,32.86432432432433,2587.5,23.30837837837838
Naz Reid,MIN,0.5867071354592435,86.0082304526749,0.6350310559006211,52.876335403726706,161,25.859875776397512,2650.5,16.45944099378882
Julius Randle,NYK,0.5865565867838016,85.80246913580247,0.6699999999999999,50.492,115,33.525999999999996,2596.5,22.578000000000003
Nic Claxton,BKN,0.5865051605243495,85.59670781893004,0.6653191489361703,50.80106382978724,141,28.350354609929077,2670.0,18.9363829787234
CJ McCollum,NOP,0.5779633120435221,85.39094650205762,0.6440983606557377,51.030163934426234,122,32.71,2579.0,21.139836065573768
Daniel Gafford,DAL,0.5772166003046463,85.18518518518519,0.8117557251908397,39.59503816793893,131,23.21030534351145,2460.5,18.781374045801527
Payton Pritchard,BOS,0.5728465553324642,84.97942386831275,0.6195061728395062,51.97024691358025,162,25.29222222222222,2558.5,15.795308641975309
Devin Vassell,SAS,0.5724854714818828,84.77366255144034,0.5909090909090909,53.85181818181819,132,32.056363636363635,2518.0,19.07424242424242
OG Anunoby,NYK,0.5720175272039211,84.5679012345679,0.5217741935483872,58.45774193548387,124,35.54387096774194,2293.5,18.493870967741934
Isaiah Hartenstein,OKC,0.5676599709547598,84.36213991769547,0.7145454545454546,44.81613636363636,132,26.407045454545454,2503.0,18.963863636363637
Kristaps Porziņģis,BOS,0.5668809819950857,84.15637860082305,0.8172727272727273,37.764242424242425,99,29.29363636363636,2368.0,23.920303030303028
Jordan Poole,WAS,0.5668412434351724,83.9506172839506,0.5545205479452056,55.51465753424658,146,29.767260273972607,2402.5,16.45328767123288
Tyus Jones,PHX,0.5651053550483057,83.7448559670782,0.5959183673469388,52.472244897959186,147,27.93,2460.0,16.73265306122449
Clint Capela,ATL,0.5630061561676518,83.53909465020575,0.7742187500000001,40.127109375,128,23.905078125000003,2381.5,18.6015625
Collin Sexton,UTA,0.5628181939734229,83.33333333333334,0.6408510638297872,49.113191489361704,141,27.180851063829788,2451.0,17.382978723404257
Harrison Barnes,SAC,0.5624177146763301,83.1275720164609,0.5,58.574999999999996,164,28.12,2291.5,13.975000000000001
Malik Beasley,MIL,0.5613267517363546,82.92181069958848,0.4962111801242236,58.67714285714286,161,28.69869565217391,2295.0,14.257018633540373
Walker Kessler,UTA,0.5606397236158407,82.71604938271605,0.7575409836065574,40.92032786885245,122,26.50573770491803,2480.5,20.334426229508196
Amen Thompson,HOU,0.5606245887807781,82.51028806584361,0.6752671755725191,46.47801526717557,131,27.5881679389313,2440.0,18.62641221374046
Bobby Portis,MIL,0.5603443139053808,82.3045267489712,0.7149618320610687,43.756030534351154,131,24.822900763358778,2322.5,17.72854961832061
Donte DiVincenzo,MIN,0.5598517262992114,82.09876543209876,0.5969930069930071,51.65853146853147,143,27.735244755244757,2366.0,16.549370629370628
Klay Thompson,DAL,0.559803415160963,81.89300411522635,0.5606711409395972,54.10624161073825,149,28.51476510067114,2383.0,15.995436241610737
Onyeka Okongwu,ATL,0.5594695514166949,81.6872427983539,0.6903100775193798,45.29852713178295,129,26.88806201550388,2411.0,18.69162790697674
Kyle Kuzma,MIL,0.5588530653551484,81.48148148148148,0.5640740740740741,53.742222222222225,135,31.241851851851848,2394.5,17.73296296296296
Lauri Markkanen,UTA,0.5581196996061213,81.27572016460906,0.733235294117647,42.20735294117647,102,32.31127450980392,2436.0,23.883039215686278
D'Angelo Russell,BKN,0.5572211153412132,81.06995884773663,0.5853731343283582,52.072686567164176,134,29.5865671641791,2348.0,17.51865671641791
Dennis Schröder,DET,0.5547627759116911,80.8641975308642,0.4854838709677419,58.47612903225806,155,29.613548387096778,2245.0,14.484516129032258
Jabari Smith Jr.,HOU,0.5502791530684136,80.65843621399176,0.5442857142857142,53.87,133,31.122857142857143,2261.5,17.0
Aaron Gordon,DEN,0.5488700718182107,80.45267489711934,0.6064516129032258,49.47024193548388,124,30.189112903225805,2272.0,18.31983870967742
Yves Missi,NOP,0.5473372598964417,80.24691358024691,0.6,49.69,73,26.79,1168.0,16.0
Chris Paul,GSW,0.5463292050177284,80.04115226337449,0.59,50.22357142857143,140,27.30371428571429,2245.0,16.03642857142857
Jrue Holiday,BOS,0.5459472486328826,79.83539094650206,0.5468702290076336,53.084274809160306,131,31.749312977099237,2286.5,17.45557251908397
Anfernee Simons,POR,0.5456007048119493,79.62962962962963,0.5758620689655172,51.076206896551724,116,33.39431034482759,2228.0,19.207241379310343
Jusuf Nurkić,CHA,0.5447482112869512,79.42386831275721,0.7018897637795276,42.439370078740154,127,24.729763779527563,2210.0,17.402204724409447
John Collins,UTA,0.5422996066697594,79.21810699588477,0.7048148148148147,41.89629629629629,108,28.904444444444447,2211.0,20.47407407407407
Christian Braun,DEN,0.542164364700207,79.01234567901234,0.5139751552795031,54.77360248447204,161,26.902546583850935,2283.0,14.177204968944098
Bub Carrington,WAS,0.5419112237792156,78.80658436213992,0.4000000000000001,62.44,82,29.97,984.0,12.0
Stephon Castle,SAS,0.541368749724505,78.60082304526749,0.51,54.93,81,26.690000000000005,1101.5,13.6
Malik Monk,SAC,0.5412735556661902,78.39506172839506,0.5862773722627738,49.761970802919706,137,28.656934306569344,2300.5,16.789927007299273
Jalen Johnson,ATL,0.5382921991507175,78.18930041152264,0.6952173913043478,41.979565217391304,92,34.48913043478261,2206.0,23.97478260869565
Brandon Ingram,TOR,0.5381324065250316,77.9835390946502,0.65,45.01268292682927,82,32.89609756097561,1760.5,21.468048780487802
